Year,Month,Day,Hour,Minute,DNI,Wind Speed,Relative Humidity,Temperature,Pressure,DNI(KWH)
2017,1,1,0,30,0,1.1,82.65,-6,990,0.0
2017,1,1,1,30,0,1.2000000000000002,89.36,-7,990,0.0
2017,1,1,2,30,0,1.4,89.67,-7,990,0.0
2017,1,1,3,30,0,1.5,90.2,-7,990,0.0
2017,1,1,4,30,0,1.6,90.89,-7,990,0.0
2017,1,1,5,30,0,1.7000000000000002,91.77,-7,990,0.0
2017,1,1,6,30,0,1.6,92.78,-7,990,0.0
2017,1,1,7,30,0,1.6,86.47,-6,990,0.0
2017,1,1,8,30,558,2.1,77.05,-4,990,0.558
2017,1,1,9,30,756,2.8000000000000003,65.07000000000001,-1,990,0.756
2017,1,1,10,30,843,3.2,62.36,0,990,0.843
2017,1,1,11,30,410,3.1,58.32,1,990,0.41
2017,1,1,12,30,722,2.6,55.4,2,990,0.722
2017,1,1,13,30,262,1.9,60.47,2,990,0.262
2017,1,1,14,30,232,1.2000000000000002,69.07000000000001,1,990,0.232
2017,1,1,15,30,186,1.0,82.11,0,990,0.186
2017,1,1,16,30,0,1.3,75.43,0,990,0.0
2017,1,1,17,30,0,1.8,75.74,-1,990,0.0
2017,1,1,18,30,0,2.6,74.52,0,990,0.0
2017,1,1,19,30,0,3.2,74.01,0,990,0.0
2017,1,1,20,30,0,3.2,74.11,-1,990,0.0
2017,1,1,21,30,0,3.1,80.02,-2,990,0.0
2017,1,1,22,30,0,3.1,80.21000000000001,-2,990,0.0
2017,1,1,23,30,0,3.0,79.99,-2,990,0.0
2017,1,2,0,30,0,2.8000000000000003,86.59,-2,990,0.0
2017,1,2,1,30,0,2.6,87.14,-3,990,0.0
2017,1,2,2,30,0,2.7,87.92,-3,990,0.0
2017,1,2,3,30,0,3.0,88.82000000000001,-3,990,0.0
2017,1,2,4,30,0,3.5,83.66,-2,990,0.0
2017,1,2,5,30,0,3.8,85.31,-2,990,0.0
2017,1,2,6,30,0,3.8,81.35000000000001,-1,990,0.0
2017,1,2,7,30,0,3.9,83.88,-1,990,0.0
2017,1,2,8,30,0,4.0,81.22,0,990,0.0
2017,1,2,9,30,0,4.0,85.54,0,990,0.0
2017,1,2,10,30,0,3.8,84.99,1,990,0.0
2017,1,2,11,30,20,3.7,87.14,2,980,0.02
2017,1,2,12,30,0,3.2,87.77,3,980,0.0
2017,1,2,13,30,0,2.6,98.62,2,980,0.0
2017,1,2,14,30,0,2.4000000000000004,100.0,2,980,0.0
2017,1,2,15,30,0,2.3000000000000003,100.0,1,980,0.0
2017,1,2,16,30,0,2.1,100.0,1,980,0.0
2017,1,2,17,30,0,2.1,100.0,1,980,0.0
2017,1,2,18,30,0,2.4000000000000004,100.0,1,980,0.0
2017,1,2,19,30,0,2.4000000000000004,100.0,1,980,0.0
2017,1,2,20,30,0,1.7000000000000002,100.0,1,980,0.0
2017,1,2,21,30,0,0.8,100.0,1,980,0.0
2017,1,2,22,30,0,0.4,100.0,0,980,0.0
2017,1,2,23,30,0,1.0,100.0,0,980,0.0
2017,1,3,0,30,0,2.1,100.0,0,980,0.0
2017,1,3,1,30,0,3.0,100.0,0,980,0.0
2017,1,3,2,30,0,3.1,100.0,0,980,0.0
2017,1,3,3,30,0,3.2,99.8,0,980,0.0
2017,1,3,4,30,0,3.4000000000000004,98.74,0,980,0.0
2017,1,3,5,30,0,3.9,97.45,0,980,0.0
2017,1,3,6,30,0,4.4,95.43,0,980,0.0
2017,1,3,7,30,0,4.800000000000001,91.92,0,980,0.0
2017,1,3,8,30,0,5.5,87.33,0,980,0.0
2017,1,3,9,30,0,6.5,80.31,0,980,0.0
2017,1,3,10,30,0,7.300000000000001,72.07000000000001,0,990,0.0
2017,1,3,11,30,33,7.800000000000001,68.94,-1,990,0.033
2017,1,3,12,30,17,8.200000000000001,64.97,-2,990,0.017
2017,1,3,13,30,21,8.4,61.3,-3,990,0.021
2017,1,3,14,30,12,8.3,59.85,-4,990,0.012
2017,1,3,15,30,0,8.200000000000001,60.63,-5,990,0.0
2017,1,3,16,30,0,8.1,61.36,-6,990,0.0
2017,1,3,17,30,0,8.0,62.15,-7,990,0.0
2017,1,3,18,30,0,8.0,63.43,-8,990,0.0
2017,1,3,19,30,0,8.0,64.56,-9,990,0.0
2017,1,3,20,30,0,7.800000000000001,65.5,-10,990,0.0
2017,1,3,21,30,0,7.6,61.81,-10,990,0.0
2017,1,3,22,30,0,7.2,63.46,-11,990,0.0
2017,1,3,23,30,0,6.800000000000001,65.94,-11,990,0.0
2017,1,4,0,30,0,6.6000000000000005,63.92,-12,990,0.0
2017,1,4,1,30,0,6.4,61.92,-12,990,0.0
2017,1,4,2,30,0,6.1000000000000005,65.08,-13,990,0.0
2017,1,4,3,30,0,6.1000000000000005,63.3,-13,990,0.0
2017,1,4,4,30,0,6.300000000000001,61.56,-13,990,0.0
2017,1,4,5,30,0,6.300000000000001,59.79,-13,990,0.0
2017,1,4,6,30,0,6.1000000000000005,63.1,-14,990,0.0
2017,1,4,7,30,0,6.300000000000001,61.58,-13,990,0.0
2017,1,4,8,30,630,6.6000000000000005,55.5,-13,990,0.63
2017,1,4,9,30,826,6.6000000000000005,50.65,-12,990,0.826
2017,1,4,10,30,912,6.6000000000000005,46.7,-10,990,0.912
2017,1,4,11,30,947,6.7,43.15,-10,990,0.947
2017,1,4,12,30,912,6.6000000000000005,39.88,-9,990,0.912
2017,1,4,13,30,732,6.4,40.0,-9,990,0.732
2017,1,4,14,30,670,6.1000000000000005,40.0,-9,990,0.67
2017,1,4,15,30,506,5.7,43.28,-10,990,0.506
2017,1,4,16,30,0,5.2,47.16,-11,990,0.0
2017,1,4,17,30,0,4.9,47.36,-11,990,0.0
2017,1,4,18,30,0,4.6000000000000005,51.17,-12,990,0.0
2017,1,4,19,30,0,4.5,51.09,-12,990,0.0
2017,1,4,20,30,0,4.4,55.870000000000005,-12,990,0.0
2017,1,4,21,30,0,4.2,56.91,-13,990,0.0
2017,1,4,22,30,0,4.0,58.15,-13,990,0.0
2017,1,4,23,30,0,3.8,59.21,-13,990,0.0
2017,1,5,0,30,0,3.7,60.13,-13,990,0.0
2017,1,5,1,30,0,3.4000000000000004,61.32,-13,990,0.0
2017,1,5,2,30,0,3.0,63.0,-13,990,0.0
2017,1,5,3,30,0,2.7,65.14,-13,990,0.0
2017,1,5,4,30,0,2.2,67.51,-13,990,0.0
2017,1,5,5,30,0,1.6,70.63,-13,990,0.0
2017,1,5,6,30,0,1.4,72.27,-13,990,0.0
2017,1,5,7,30,0,2.5,65.82000000000001,-12,990,0.0
2017,1,5,8,30,0,4.0,58.19,-11,990,0.0
2017,1,5,9,30,10,4.800000000000001,54.61,-11,990,0.01
2017,1,5,10,30,26,5.0,51.77,-11,990,0.026
2017,1,5,11,30,257,5.1000000000000005,49.23,-11,990,0.257
2017,1,5,12,30,510,5.300000000000001,47.23,-11,990,0.51
2017,1,5,13,30,626,5.4,45.71,-11,990,0.626
2017,1,5,14,30,604,5.300000000000001,48.06,-12,990,0.604
2017,1,5,15,30,699,5.1000000000000005,46.69,-12,990,0.699
2017,1,5,16,30,301,4.9,49.24,-13,990,0.301
2017,1,5,17,30,0,4.800000000000001,51.99,-14,990,0.0
2017,1,5,18,30,0,4.800000000000001,50.46,-14,990,0.0
2017,1,5,19,30,0,4.6000000000000005,49.02,-14,990,0.0
2017,1,5,20,30,0,4.2,52.31,-15,990,0.0
2017,1,5,21,30,0,3.6,52.4,-15,990,0.0
2017,1,5,22,30,0,2.9000000000000004,54.36,-15,990,0.0
2017,1,5,23,30,0,2.2,57.2,-15,990,0.0
2017,1,6,0,30,0,1.7000000000000002,65.42,-16,990,0.0
2017,1,6,1,30,0,1.7000000000000002,67.72,-16,990,0.0
2017,1,6,2,30,0,2.0,69.37,-16,990,0.0
2017,1,6,3,30,0,2.4000000000000004,70.18,-16,990,0.0
2017,1,6,4,30,0,2.8000000000000003,68.64,-16,990,0.0
2017,1,6,5,30,0,3.2,64.17,-16,990,0.0
2017,1,6,6,30,0,3.5,58.06,-16,990,0.0
2017,1,6,7,30,0,3.8,57.2,-17,1000,0.0
2017,1,6,8,30,588,4.1000000000000005,49.09,-16,1000,0.588
2017,1,6,9,30,805,4.1000000000000005,43.77,-15,1000,0.805
2017,1,6,10,30,469,4.0,44.16,-14,1000,0.469
2017,1,6,11,30,473,3.9,42.06,-14,1000,0.473
2017,1,6,12,30,946,3.8,40.44,-13,1000,0.946
2017,1,6,13,30,926,3.6,42.18,-13,1000,0.926
2017,1,6,14,30,865,3.3000000000000003,43.86,-13,1000,0.865
2017,1,6,15,30,723,2.6,45.5,-13,1000,0.723
2017,1,6,16,30,339,1.5,53.92,-14,1000,0.339
2017,1,6,17,30,0,0.8,64.19,-14,1000,0.0
2017,1,6,18,30,0,0.6000000000000001,66.1,-14,1000,0.0
2017,1,6,19,30,0,0.6000000000000001,72.47,-14,1000,0.0
2017,1,6,20,30,0,0.8,72.17,-15,1000,0.0
2017,1,6,21,30,0,1.2000000000000002,70.94,-15,1000,0.0
2017,1,6,22,30,0,1.4,69.54,-15,1000,0.0
2017,1,6,23,30,0,1.5,74.85000000000001,-15,1000,0.0
2017,1,7,0,30,0,1.6,70.53,-15,1000,0.0
2017,1,7,1,30,0,1.7000000000000002,73.17,-15,1000,0.0
2017,1,7,2,30,0,1.7000000000000002,75.85000000000001,-15,1000,0.0
2017,1,7,3,30,0,1.5,78.28,-15,1000,0.0
2017,1,7,4,30,0,1.3,80.06,-15,1000,0.0
2017,1,7,5,30,0,1.2000000000000002,81.49,-15,1000,0.0
2017,1,7,6,30,0,1.1,82.72,-15,1000,0.0
2017,1,7,7,30,0,1.4,77.39,-14,1000,0.0
2017,1,7,8,30,583,2.1,68.94,-12,1000,0.583
2017,1,7,9,30,792,2.7,57.27,-9,1000,0.792
2017,1,7,10,30,885,3.3000000000000003,51.13,-7,1000,0.885
2017,1,7,11,30,926,4.0,49.02,-6,1000,0.926
2017,1,7,12,30,937,4.7,49.66,-6,1000,0.937
2017,1,7,13,30,922,5.1000000000000005,48.74,-6,1010,0.922
2017,1,7,14,30,868,5.1000000000000005,46.16,-6,1010,0.868
2017,1,7,15,30,741,4.3,51.22,-8,1010,0.741
2017,1,7,16,30,385,3.0,60.71,-10,1010,0.385
2017,1,7,17,30,0,2.3000000000000003,67.59,-11,1010,0.0
2017,1,7,18,30,0,2.1,71.9,-12,1010,0.0
2017,1,7,19,30,0,2.0,76.04,-13,1010,0.0
2017,1,7,20,30,0,1.9,74.11,-13,1010,0.0
2017,1,7,21,30,0,1.8,78.88,-14,1010,0.0
2017,1,7,22,30,0,1.5,83.93,-15,1010,0.0
2017,1,7,23,30,0,1.2000000000000002,81.45,-15,1010,0.0
2017,1,8,0,30,0,1.1,85.25,-16,1010,0.0
2017,1,8,1,30,0,1.0,81.82000000000001,-16,1010,0.0
2017,1,8,2,30,0,1.0,85.25,-16,1010,0.0
2017,1,8,3,30,0,0.9,82.0,-17,1010,0.0
2017,1,8,4,30,0,0.9,79.18,-17,1010,0.0
2017,1,8,5,30,0,1.0,83.37,-18,1010,0.0
2017,1,8,6,30,0,1.0,81.29,-18,1010,0.0
2017,1,8,7,30,0,1.7000000000000002,73.42,-17,1010,0.0
2017,1,8,8,30,343,2.9000000000000004,63.79,-15,1010,0.343
2017,1,8,9,30,459,3.5,52.88,-13,1010,0.459
2017,1,8,10,30,557,3.8,44.01,-11,1010,0.557
2017,1,8,11,30,332,4.0,41.9,-10,1010,0.332
2017,1,8,12,30,310,4.3,43.06,-10,1000,0.31
2017,1,8,13,30,332,4.4,41.39,-9,1000,0.332
2017,1,8,14,30,279,4.4,43.54,-9,1000,0.279
2017,1,8,15,30,196,4.6000000000000005,46.62,-9,1000,0.196
2017,1,8,16,30,0,5.1000000000000005,50.52,-9,1000,0.0
2017,1,8,17,30,0,5.5,53.99,-9,1000,0.0
2017,1,8,18,30,0,5.4,57.85,-9,1000,0.0
2017,1,8,19,30,0,5.300000000000001,62.32,-9,1000,0.0
2017,1,8,20,30,0,5.4,67.0,-8,1000,0.0
2017,1,8,21,30,0,5.9,66.0,-8,1000,0.0
2017,1,8,22,30,0,6.1000000000000005,70.01,-8,990,0.0
2017,1,8,23,30,0,5.300000000000001,74.56,-8,990,0.0
2017,1,9,0,30,0,4.4,83.66,-9,990,0.0
2017,1,9,1,30,0,3.6,92.51,-9,990,0.0
2017,1,9,2,30,0,2.9000000000000004,93.1,-10,990,0.0
2017,1,9,3,30,0,2.4000000000000004,92.0,-10,990,0.0
2017,1,9,4,30,0,2.3000000000000003,90.05,-10,990,0.0
2017,1,9,5,30,0,2.4000000000000004,88.8,-10,990,0.0
2017,1,9,6,30,0,2.4000000000000004,82.16,-9,990,0.0
2017,1,9,7,30,0,2.3000000000000003,83.55,-9,990,0.0
2017,1,9,8,30,0,2.2,79.60000000000001,-8,990,0.0
2017,1,9,9,30,0,2.1,71.97,-6,990,0.0
2017,1,9,10,30,0,2.0,71.86,-5,990,0.0
2017,1,9,11,30,0,2.7,66.14,-3,990,0.0
2017,1,9,12,30,7,4.0,60.39,-1,990,0.007
2017,1,9,13,30,0,4.800000000000001,58.47,0,990,0.0
2017,1,9,14,30,33,4.9,60.66,0,990,0.033
2017,1,9,15,30,13,4.6000000000000005,64.25,0,990,0.013
2017,1,9,16,30,0,4.800000000000001,72.54,-1,980,0.0
2017,1,9,17,30,0,5.2,74.2,-1,980,0.0
2017,1,9,18,30,0,5.5,80.59,-1,980,0.0
2017,1,9,19,30,0,5.5,80.60000000000001,-2,980,0.0
2017,1,9,20,30,0,5.4,81.01,-2,980,0.0
2017,1,9,21,30,0,5.4,77.0,-1,980,0.0
2017,1,9,22,30,0,5.4,80.96000000000001,0,980,0.0
2017,1,9,23,30,0,5.1000000000000005,80.43,0,980,0.0
2017,1,10,0,30,0,5.0,86.46000000000001,0,980,0.0
2017,1,10,1,30,0,5.1000000000000005,92.6,0,970,0.0
2017,1,10,2,30,0,5.4,98.75,0,970,0.0
2017,1,10,3,30,0,5.800000000000001,97.79,1,970,0.0
2017,1,10,4,30,0,6.5,100.0,1,970,0.0
2017,1,10,5,30,0,7.2,100.0,2,970,0.0
2017,1,10,6,30,0,7.800000000000001,100.0,3,970,0.0
2017,1,10,7,30,0,8.8,100.0,4,960,0.0
2017,1,10,8,30,0,9.8,100.0,5,960,0.0
2017,1,10,9,30,0,9.4,100.0,6,960,0.0
2017,1,10,10,30,0,9.0,100.0,5,960,0.0
2017,1,10,11,30,0,9.3,100.0,3,960,0.0
2017,1,10,12,30,2,9.7,99.51,1,970,0.002
2017,1,10,13,30,0,10.4,84.73,0,970,0.0
2017,1,10,14,30,0,10.6,62.51,0,970,0.0
2017,1,10,15,30,0,9.9,57.84,-1,980,0.0
2017,1,10,16,30,0,8.8,58.370000000000005,-2,980,0.0
2017,1,10,17,30,0,7.300000000000001,60.7,-3,980,0.0
2017,1,10,18,30,0,6.1000000000000005,65.5,-4,980,0.0
2017,1,10,19,30,0,5.300000000000001,66.36,-4,980,0.0
2017,1,10,20,30,0,4.6000000000000005,67.29,-4,980,0.0
2017,1,10,21,30,0,3.9,68.52,-4,990,0.0
2017,1,10,22,30,0,3.1,69.68,-4,990,0.0
2017,1,10,23,30,0,1.9,71.62,-4,990,0.0
2017,1,11,0,30,0,0.9,77.78,-4,980,0.0
2017,1,11,1,30,0,1.5,79.11,-4,980,0.0
2017,1,11,2,30,0,3.1,75.53,-3,980,0.0
2017,1,11,3,30,0,4.3,72.21000000000001,-3,980,0.0
2017,1,11,4,30,0,4.9,76.41,-3,980,0.0
2017,1,11,5,30,0,5.1000000000000005,73.85000000000001,-2,980,0.0
