Year,Month,Day,Hour,Minute,DNI,Wind Speed,Relative Humidity,Temperature,Pressure,DNI(KWH)
2020,1,1,0,30,0,2.4000000000000004,94.52,-4.5,984,0.0
2020,1,1,1,30,0,2.3000000000000003,95.2,-4.7,984,0.0
2020,1,1,2,30,0,2.2,95.45,-4.800000000000001,984,0.0
2020,1,1,3,30,0,2.4000000000000004,95.81,-4.9,983,0.0
2020,1,1,4,30,0,2.7,95.15,-4.800000000000001,982,0.0
2020,1,1,5,30,0,3.2,94.66,-4.7,981,0.0
2020,1,1,6,30,0,3.7,94.46,-4.6000000000000005,981,0.0
2020,1,1,7,30,42,4.4,90.22,-3.9,980,0.042
2020,1,1,8,30,630,5.0,81.72,-2.1,980,0.63
2020,1,1,9,30,813,5.300000000000001,73.32000000000001,0.4,979,0.813
2020,1,1,10,30,889,5.800000000000001,66.31,3.2,978,0.889
2020,1,1,11,30,901,6.2,61.33,5.1000000000000005,976,0.901
2020,1,1,12,30,878,6.0,61.89,5.9,975,0.878
2020,1,1,13,30,460,5.7,66.45,5.800000000000001,973,0.46
2020,1,1,14,30,327,5.4,70.54,5.4,973,0.327
2020,1,1,15,30,223,5.300000000000001,75.44,4.7,972,0.223
2020,1,1,16,30,1,5.4,78.63,4.2,972,0.001
2020,1,1,17,30,0,5.5,80.4,4.0,972,0.0
2020,1,1,18,30,0,5.6000000000000005,83.02,3.7,972,0.0
2020,1,1,19,30,0,5.7,84.7,3.5,972,0.0
2020,1,1,20,30,0,5.7,86.47,3.3000000000000003,972,0.0
2020,1,1,21,30,0,5.7,87.49,3.2,972,0.0
2020,1,1,22,30,0,5.800000000000001,89.16,3.1,972,0.0
2020,1,1,23,30,0,5.800000000000001,91.07,2.9000000000000004,971,0.0
2020,1,2,0,30,0,5.9,92.11,2.7,971,0.0
2020,1,2,1,30,0,5.7,93.52,2.3000000000000003,971,0.0
2020,1,2,2,30,0,5.300000000000001,95.78,1.8,972,0.0
2020,1,2,3,30,0,5.1000000000000005,97.48,1.4,972,0.0
2020,1,2,4,30,0,4.800000000000001,99.37,1.0,972,0.0
2020,1,2,5,30,0,4.2,100.0,0.7000000000000001,973,0.0
2020,1,2,6,30,0,3.3000000000000003,100.0,0.5,973,0.0
2020,1,2,7,30,30,3.4000000000000004,98.12,0.8,973,0.03
2020,1,2,8,30,78,4.0,92.47,1.9,974,0.078
2020,1,2,9,30,564,4.2,87.96000000000001,3.4000000000000004,975,0.564
2020,1,2,10,30,762,4.1000000000000005,82.54,5.2,976,0.762
2020,1,2,11,30,627,3.5,80.53,6.300000000000001,975,0.627
2020,1,2,12,30,874,2.8000000000000003,80.25,6.800000000000001,975,0.874
2020,1,2,13,30,849,1.9,83.35000000000001,6.6000000000000005,975,0.849
2020,1,2,14,30,783,1.3,93.49,5.4,976,0.783
2020,1,2,15,30,622,1.3,100.0,3.2,976,0.622
2020,1,2,16,30,17,1.5,100.0,1.7000000000000002,977,0.017
2020,1,2,17,30,0,1.6,100.0,1.5,977,0.0
2020,1,2,18,30,0,1.9,100.0,1.4,979,0.0
2020,1,2,19,30,0,2.2,100.0,1.3,980,0.0
2020,1,2,20,30,0,2.5,100.0,1.1,980,0.0
2020,1,2,21,30,0,2.7,100.0,0.6000000000000001,981,0.0
2020,1,2,22,30,0,2.7,100.0,-0.2,981,0.0
2020,1,2,23,30,0,2.8000000000000003,100.0,-1.1,982,0.0
2020,1,3,0,30,0,2.7,100.0,-1.7000000000000002,982,0.0
2020,1,3,1,30,0,2.3000000000000003,99.55,-2.3000000000000003,983,0.0
2020,1,3,2,30,0,2.0,98.28,-2.7,984,0.0
2020,1,3,3,30,0,1.6,97.26,-2.9000000000000004,984,0.0
2020,1,3,4,30,0,1.4,97.23,-3.1,984,0.0
2020,1,3,5,30,0,1.2000000000000002,97.6,-3.3000000000000003,985,0.0
2020,1,3,6,30,0,1.0,96.54,-3.3000000000000003,985,0.0
2020,1,3,7,30,0,1.2000000000000002,89.38,-2.3000000000000003,985,0.0
2020,1,3,8,30,0,1.3,83.49,-0.8,986,0.0
2020,1,3,9,30,0,1.0,74.96000000000001,0.5,986,0.0
2020,1,3,10,30,2,1.1,71.68,1.5,986,0.002
2020,1,3,11,30,0,1.8,70.21000000000001,2.4000000000000004,985,0.0
2020,1,3,12,30,0,2.2,70.5,2.8000000000000003,985,0.0
2020,1,3,13,30,0,2.3000000000000003,71.7,2.8000000000000003,985,0.0
2020,1,3,14,30,7,1.8,75.10000000000001,2.3000000000000003,985,0.007
2020,1,3,15,30,0,1.2000000000000002,88.35000000000001,1.0,985,0.0
2020,1,3,16,30,0,1.0,91.96,-0.1,985,0.0
2020,1,3,17,30,0,1.0,92.5,-0.2,985,0.0
2020,1,3,18,30,0,1.4,95.19,-0.2,985,0.0
2020,1,3,19,30,0,1.7000000000000002,97.55,-0.2,985,0.0
2020,1,3,20,30,0,1.7000000000000002,99.87,-0.4,985,0.0
2020,1,3,21,30,0,1.7000000000000002,100.0,-0.6000000000000001,986,0.0
2020,1,3,22,30,0,1.6,100.0,-0.8,986,0.0
