Year,Month,Day,Hour,Minute,DNI,Wind Speed,Relative Humidity,Temperature,Pressure,DNI(KWH)
2012,1,1,0,30,0,4.7,100.0,1,970,0.0
2012,1,1,1,30,0,5.800000000000001,99.68,1,970,0.0
2012,1,1,2,30,0,8.8,97.0,1,980,0.0
2012,1,1,3,30,0,10.9,92.2,1,980,0.0
2012,1,1,4,30,0,11.1,92.04,0,980,0.0
2012,1,1,5,30,0,10.4,80.44,0,980,0.0
2012,1,1,6,30,0,9.4,70.8,0,990,0.0
2012,1,1,7,30,0,8.8,71.35000000000001,0,990,0.0
2012,1,1,8,30,612,8.9,62.68,0,990,0.612
2012,1,1,9,30,796,9.4,58.38,0,990,0.796
2012,1,1,10,30,875,10.3,49.25,1,990,0.875
2012,1,1,11,30,274,10.8,46.31,2,990,0.274
2012,1,1,12,30,134,11.1,44.98,1,990,0.134
2012,1,1,13,30,0,11.0,44.44,1,990,0.0
2012,1,1,14,30,0,10.5,48.53,0,990,0.0
2012,1,1,15,30,0,9.8,49.96,0,990,0.0
2012,1,1,16,30,0,9.1,51.26,0,990,0.0
2012,1,1,17,30,0,8.700000000000001,56.92,-1,990,0.0
2012,1,1,18,30,0,8.4,57.51,-1,990,0.0
2012,1,1,19,30,0,8.3,60.42,-2,990,0.0
2012,1,1,20,30,0,8.4,57.64,-2,1000,0.0
2012,1,1,21,30,0,8.4,58.55,-3,1000,0.0
2012,1,1,22,30,0,8.4,55.18,-3,1000,0.0
2012,1,1,23,30,0,8.4,56.7,-4,1000,0.0
2012,1,2,0,30,0,8.200000000000001,55.81,-4,1000,0.0
2012,1,2,1,30,0,8.1,59.81,-5,1000,0.0
2012,1,2,2,30,0,8.3,58.83,-5,1000,0.0
2012,1,2,3,30,0,8.3,61.88,-6,1000,0.0
2012,1,2,4,30,0,8.200000000000001,61.24,-6,1000,0.0
2012,1,2,5,30,0,8.200000000000001,61.27,-6,1000,0.0
2012,1,2,6,30,0,8.5,60.51,-6,1000,0.0
2012,1,2,7,30,0,8.9,58.39,-6,1000,0.0
2012,1,2,8,30,95,9.3,55.41,-6,1000,0.095
2012,1,2,9,30,159,9.4,50.73,-5,1000,0.159
2012,1,2,10,30,179,9.3,42.62,-5,1000,0.179
2012,1,2,11,30,0,9.1,38.48,-4,1000,0.0
2012,1,2,12,30,5,8.9,39.8,-3,1000,0.005
2012,1,2,13,30,904,8.6,41.06,-3,1000,0.904
2012,1,2,14,30,855,8.0,40.98,-4,1000,0.855
2012,1,2,15,30,717,7.1000000000000005,40.26,-4,1000,0.717
2012,1,2,16,30,329,6.1000000000000005,43.92,-5,1000,0.329
2012,1,2,17,30,0,5.300000000000001,50.16,-6,1000,0.0
2012,1,2,18,30,0,4.800000000000001,52.57,-6,1000,0.0
2012,1,2,19,30,0,4.3,58.88,-7,1000,0.0
2012,1,2,20,30,0,3.9,60.85,-7,1000,0.0
2012,1,2,21,30,0,3.8,61.92,-7,1000,0.0
2012,1,2,22,30,0,3.7,63.98,-8,1000,0.0
2012,1,2,23,30,0,3.1,61.17,-8,1000,0.0
2012,1,3,0,30,0,2.4000000000000004,66.87,-9,1000,0.0
2012,1,3,1,30,0,1.9,74.41,-9,1000,0.0
2012,1,3,2,30,0,1.5,75.76,-10,1000,0.0
2012,1,3,3,30,0,1.0,82.23,-10,1000,0.0
2012,1,3,4,30,0,0.7000000000000001,80.73,-11,1000,0.0
2012,1,3,5,30,0,0.4,78.31,-11,1000,0.0
2012,1,3,6,30,0,0.3,76.92,-11,1000,0.0
2012,1,3,7,30,0,1.3,71.79,-10,1000,0.0
2012,1,3,8,30,577,2.7,68.18,-8,1000,0.577
2012,1,3,9,30,782,3.7,52.47,-6,1000,0.782
2012,1,3,10,30,864,4.3,46.82,-4,1000,0.864
2012,1,3,11,30,499,4.9,42.82,-2,990,0.499
2012,1,3,12,30,878,5.4,40.98,-1,990,0.878
2012,1,3,13,30,817,5.6000000000000005,39.94,0,990,0.817
2012,1,3,14,30,710,5.5,41.84,0,990,0.71
2012,1,3,15,30,433,4.6000000000000005,45.26,0,990,0.433
2012,1,3,16,30,0,3.6,54.78,0,990,0.0
2012,1,3,17,30,0,3.4000000000000004,59.6,-1,990,0.0
2012,1,3,18,30,0,3.8,66.04,-1,990,0.0
2012,1,3,19,30,0,4.0,67.97,-2,990,0.0
2012,1,3,20,30,0,4.0,70.38,-2,990,0.0
2012,1,3,21,30,0,4.1000000000000005,73.14,-2,980,0.0
2012,1,3,22,30,0,4.1000000000000005,76.11,-2,980,0.0
2012,1,3,23,30,0,3.5,79.73,-2,980,0.0
2012,1,4,0,30,0,2.6,83.77,-2,980,0.0
2012,1,4,1,30,0,2.0,94.59,-2,980,0.0
2012,1,4,2,30,0,1.8,97.96,-3,980,0.0
2012,1,4,3,30,0,1.9,100.0,-3,980,0.0
2012,1,4,4,30,0,2.5,98.51,-3,990,0.0
2012,1,4,5,30,0,3.2,93.88,-3,990,0.0
2012,1,4,6,30,0,3.8,96.62,-3,990,0.0
2012,1,4,7,30,0,4.5,88.16,-3,990,0.0
2012,1,4,8,30,501,5.1000000000000005,83.3,-2,990,0.501
2012,1,4,9,30,745,5.4,73.93,0,990,0.745
2012,1,4,10,30,501,5.6000000000000005,75.73,0,990,0.501
2012,1,4,11,30,576,5.4,70.06,1,990,0.576
2012,1,4,12,30,873,5.1000000000000005,62.41,2,990,0.873
2012,1,4,13,30,715,5.0,59.26,2,990,0.715
2012,1,4,14,30,798,4.0,55.56,2,990,0.798
2012,1,4,15,30,658,2.5,66.24,1,990,0.658
2012,1,4,16,30,281,2.0,73.26,0,990,0.281
2012,1,4,17,30,0,2.0,77.38,0,990,0.0
2012,1,4,18,30,0,1.9,72.64,0,990,0.0
2012,1,4,19,30,0,1.9,72.78,0,990,0.0
2012,1,4,20,30,0,1.9,72.67,0,990,0.0
2012,1,4,21,30,0,2.1,72.79,0,990,0.0
2012,1,4,22,30,0,2.6,73.94,0,990,0.0
2012,1,4,23,30,0,3.1,75.0,0,990,0.0
2012,1,5,0,30,0,3.2,77.13,0,990,0.0
2012,1,5,1,30,0,3.0,85.0,-1,990,0.0
2012,1,5,2,30,0,2.7,86.42,-1,990,0.0
2012,1,5,3,30,0,2.3000000000000003,94.71,-2,990,0.0
2012,1,5,4,30,0,1.9,100.0,-2,990,0.0
2012,1,5,5,30,0,1.7000000000000002,100.0,-3,990,0.0
2012,1,5,6,30,0,1.9,94.71,-2,990,0.0
2012,1,5,7,30,0,2.4000000000000004,92.23,-2,990,0.0
2012,1,5,8,30,261,2.7,86.74,-1,980,0.261
2012,1,5,9,30,335,2.8000000000000003,80.32000000000001,1,980,0.335
2012,1,5,10,30,802,3.0,75.68,3,980,0.802
2012,1,5,11,30,839,3.7,72.0,6,980,0.839
2012,1,5,12,30,860,4.1000000000000005,66.11,8,980,0.86
2012,1,5,13,30,844,3.6,65.38,8,980,0.844
2012,1,5,14,30,783,2.9000000000000004,76.06,7,980,0.783
2012,1,5,15,30,650,2.7,94.62,4,980,0.65
2012,1,5,16,30,291,3.0,95.08,3,980,0.291
2012,1,5,17,30,0,3.4000000000000004,100.0,2,980,0.0
2012,1,5,18,30,0,3.5,99.46,2,980,0.0
2012,1,5,19,30,0,3.4000000000000004,100.0,1,980,0.0
2012,1,5,20,30,0,3.3000000000000003,100.0,1,980,0.0
2012,1,5,21,30,0,3.1,100.0,1,980,0.0
2012,1,5,22,30,0,2.9000000000000004,100.0,0,980,0.0
2012,1,5,23,30,0,2.7,100.0,0,980,0.0
2012,1,6,0,30,0,2.6,100.0,0,980,0.0
2012,1,6,1,30,0,2.8000000000000003,100.0,1,980,0.0
2012,1,6,2,30,0,3.0,100.0,1,980,0.0
2012,1,6,3,30,0,2.9000000000000004,100.0,0,980,0.0
2012,1,6,4,30,0,2.4000000000000004,100.0,0,980,0.0
2012,1,6,5,30,0,1.9,100.0,0,980,0.0
2012,1,6,6,30,0,1.4,98.97,0,980,0.0
2012,1,6,7,30,0,1.2000000000000002,97.1,0,980,0.0
2012,1,6,8,30,292,1.5,98.17,0,980,0.292
2012,1,6,9,30,374,1.8,88.75,2,980,0.374
2012,1,6,10,30,374,2.0,86.56,3,980,0.374
2012,1,6,11,30,464,2.4000000000000004,84.36,4,980,0.464
2012,1,6,12,30,507,2.8000000000000003,81.93,5,980,0.507
2012,1,6,13,30,807,2.9000000000000004,84.49,5,980,0.807
2012,1,6,14,30,62,3.1,91.69,4,980,0.062
2012,1,6,15,30,216,3.6,96.35,3,980,0.216
2012,1,6,16,30,0,4.0,91.16,3,980,0.0
2012,1,6,17,30,0,3.9,93.36,2,980,0.0
2012,1,6,18,30,0,3.9,90.48,2,980,0.0
2012,1,6,19,30,0,4.1000000000000005,92.19,2,980,0.0
2012,1,6,20,30,0,4.2,85.94,1,980,0.0
2012,1,6,21,30,0,4.0,85.04,0,980,0.0
2012,1,6,22,30,0,3.6,79.51,0,980,0.0
2012,1,6,23,30,0,3.7,75.97,0,980,0.0
2012,1,7,0,30,0,3.7,80.89,-1,980,0.0
2012,1,7,1,30,0,3.7,81.60000000000001,-1,980,0.0
2012,1,7,2,30,0,3.7,82.83,-1,990,0.0
2012,1,7,3,30,0,3.7,84.14,-1,990,0.0
2012,1,7,4,30,0,3.7,91.77,-2,990,0.0
2012,1,7,5,30,0,3.4000000000000004,92.29,-2,990,0.0
2012,1,7,6,30,0,3.0,92.03,-2,990,0.0
2012,1,7,7,30,0,3.3000000000000003,91.33,-1,990,0.0
2012,1,7,8,30,600,3.8,79.75,0,990,0.6
2012,1,7,9,30,787,4.0,73.95,1,990,0.787
2012,1,7,10,30,640,4.0,64.85,2,990,0.64
2012,1,7,11,30,699,3.9,59.4,3,990,0.699
2012,1,7,12,30,882,3.8,55.4,4,990,0.882
2012,1,7,13,30,705,3.5,55.86,4,990,0.705
2012,1,7,14,30,761,2.5,61.120000000000005,3,990,0.761
2012,1,7,15,30,281,1.5,79.56,1,990,0.281
2012,1,7,16,30,0,1.4,79.11,0,990,0.0
2012,1,7,17,30,0,1.5,77.59,0,990,0.0
2012,1,7,18,30,0,1.5,78.35000000000001,0,990,0.0
2012,1,7,19,30,0,1.5,78.42,0,990,0.0
2012,1,7,20,30,0,1.4,78.43,0,990,0.0
2012,1,7,21,30,0,1.2000000000000002,84.11,0,990,0.0
2012,1,7,22,30,0,1.1,83.53,-1,990,0.0
2012,1,7,23,30,0,1.1,80.88,-1,990,0.0
2012,1,8,0,30,0,1.1,81.24,-2,990,0.0
2012,1,8,1,30,0,1.1,85.03,-2,1000,0.0
2012,1,8,2,30,0,1.0,84.47,-3,1000,0.0
2012,1,8,3,30,0,0.9,78.85000000000001,-2,1000,0.0
2012,1,8,4,30,0,0.8,81.64,-2,1000,0.0
2012,1,8,5,30,0,0.8,83.99,-2,1000,0.0
2012,1,8,6,30,0,0.8,84.96000000000001,-2,1000,0.0
2012,1,8,7,30,0,1.1,77.9,-1,1000,0.0
2012,1,8,8,30,130,1.2000000000000002,72.66,0,1000,0.13
2012,1,8,9,30,151,1.0,75.74,1,1000,0.151
2012,1,8,10,30,268,1.0,63.51,2,1000,0.268
2012,1,8,11,30,321,1.2000000000000002,58.38,3,1000,0.321
2012,1,8,12,30,196,1.3,58.97,3,1000,0.196
2012,1,8,13,30,118,1.2000000000000002,59.74,3,1000,0.118
2012,1,8,14,30,236,0.8,68.98,2,1000,0.236
2012,1,8,15,30,260,0.6000000000000001,80.48,2,1000,0.26
2012,1,8,16,30,159,0.6000000000000001,70.69,1,1000,0.159
2012,1,8,17,30,0,0.5,67.91,1,1000,0.0
2012,1,8,18,30,0,0.6000000000000001,70.99,0,1000,0.0
2012,1,8,19,30,0,0.7000000000000001,70.45,0,1000,0.0
2012,1,8,20,30,0,0.9,70.56,0,1000,0.0
2012,1,8,21,30,0,1.1,76.52,0,990,0.0
2012,1,8,22,30,0,1.2000000000000002,77.25,-1,990,0.0
2012,1,8,23,30,0,1.3,83.77,-2,990,0.0
2012,1,9,0,30,0,1.5,84.36,-2,990,0.0
2012,1,9,1,30,0,1.7000000000000002,85.0,-2,990,0.0
2012,1,9,2,30,0,1.9,85.58,-2,990,0.0
2012,1,9,3,30,0,2.2,86.09,-2,990,0.0
2012,1,9,4,30,0,2.5,86.44,-2,990,0.0
2012,1,9,5,30,0,2.7,86.58,-2,990,0.0
2012,1,9,6,30,0,3.0,86.78,-2,990,0.0
2012,1,9,7,30,0,3.9,81.05,-1,990,0.0
2012,1,9,8,30,543,4.7,77.37,0,990,0.543
2012,1,9,9,30,743,5.300000000000001,76.13,1,990,0.743
2012,1,9,10,30,835,6.300000000000001,65.19,4,990,0.835
2012,1,9,11,30,877,7.1000000000000005,61.73,6,990,0.877
2012,1,9,12,30,878,7.2,59.29,7,990,0.878
2012,1,9,13,30,860,6.6000000000000005,56.8,7,990,0.86
