Year,Month,Day,Hour,Minute,DNI,DNI(KWH)
2019,4,1,19,30,0,0.0
2019,4,1,20,30,0,0.0
2019,4,1,21,30,0,0.0
2019,4,1,22,30,0,0.0
2019,4,1,23,30,0,0.0
2019,4,2,0,30,0,0.0
2019,4,2,1,30,0,0.0
2019,4,2,2,30,0,0.0
2019,4,2,3,30,0,0.0
2019,4,2,4,30,0,0.0
2019,4,2,5,30,0,0.0
2019,4,2,6,30,33,0.033
2019,4,2,7,30,16,0.016
2019,4,2,8,30,0,0.0
2019,4,2,9,30,20,0.02
2019,4,2,10,30,4,0.004
2019,4,2,11,30,5,0.005
2019,4,2,12,30,33,0.033
2019,4,2,13,30,861,0.861
2019,4,2,14,30,901,0.901
2019,4,2,15,30,851,0.851
2019,4,2,16,30,750,0.75
2019,4,2,17,30,532,0.532
2019,4,2,18,30,46,0.046
2019,4,2,19,30,0,0.0
2019,4,2,20,30,0,0.0
2019,4,2,21,30,0,0.0
2019,4,2,22,30,0,0.0
2019,4,2,23,30,0,0.0
2019,4,3,0,30,0,0.0
2019,4,3,1,30,0,0.0
2019,4,3,2,30,0,0.0
2019,4,3,3,30,0,0.0
2019,4,3,4,30,0,0.0
2019,4,3,5,30,0,0.0
2019,4,3,6,30,378,0.378
2019,4,3,7,30,656,0.656
2019,4,3,8,30,717,0.717
2019,4,3,9,30,79,0.079
2019,4,3,10,30,213,0.213
2019,4,3,11,30,151,0.151
2019,4,3,12,30,106,0.106
2019,4,3,13,30,21,0.021
2019,4,3,14,30,9,0.009
2019,4,3,15,30,0,0.0
2019,4,3,16,30,0,0.0
2019,4,3,17,30,0,0.0
2019,4,3,18,30,3,0.003
2019,4,3,19,30,0,0.0
2019,4,3,20,30,0,0.0
2019,4,3,21,30,0,0.0
2019,4,3,22,30,0,0.0
2019,4,3,23,30,0,0.0
2019,4,4,0,30,0,0.0
2019,4,4,1,30,0,0.0
2019,4,4,2,30,0,0.0
2019,4,4,3,30,0,0.0
2019,4,4,4,30,0,0.0
2019,4,4,5,30,0,0.0
2019,4,4,6,30,1,0.001
2019,4,4,7,30,52,0.052
2019,4,4,8,30,69,0.069
2019,4,4,9,30,227,0.227
2019,4,4,10,30,249,0.249
2019,4,4,11,30,129,0.129
2019,4,4,12,30,26,0.026
2019,4,4,13,30,10,0.01
2019,4,4,14,30,0,0.0
2019,4,4,15,30,0,0.0
2019,4,4,16,30,0,0.0
2019,4,4,17,30,0,0.0
2019,4,4,18,30,1,0.001
2019,4,4,19,30,0,0.0
2019,4,4,20,30,0,0.0
2019,4,4,21,30,0,0.0
2019,4,4,22,30,0,0.0
2019,4,4,23,30,0,0.0
2019,4,5,0,30,0,0.0
2019,4,5,1,30,0,0.0
2019,4,5,2,30,0,0.0
2019,4,5,3,30,0,0.0
2019,4,5,4,30,0,0.0
2019,4,5,5,30,0,0.0
2019,4,5,6,30,144,0.144
2019,4,5,7,30,0,0.0
2019,4,5,8,30,0,0.0
2019,4,5,9,30,9,0.009
2019,4,5,10,30,16,0.016
2019,4,5,11,30,24,0.024
2019,4,5,12,30,35,0.035
2019,4,5,13,30,21,0.021
2019,4,5,14,30,161,0.161
2019,4,5,15,30,40,0.04
2019,4,5,16,30,12,0.012
2019,4,5,17,30,431,0.431
2019,4,5,18,30,46,0.046
2019,4,5,19,30,0,0.0
2019,4,5,20,30,0,0.0
2019,4,5,21,30,0,0.0
2019,4,5,22,30,0,0.0
2019,4,5,23,30,0,0.0
2019,4,6,0,30,0,0.0
2019,4,6,1,30,0,0.0
2019,4,6,2,30,0,0.0
2019,4,6,3,30,0,0.0
2019,4,6,4,30,0,0.0
2019,4,6,5,30,0,0.0
2019,4,6,6,30,124,0.124
2019,4,6,7,30,165,0.165
2019,4,6,8,30,202,0.202
2019,4,6,9,30,422,0.422
2019,4,6,10,30,492,0.492
2019,4,6,11,30,848,0.848
2019,4,6,12,30,685,0.685
2019,4,6,13,30,588,0.588
2019,4,6,14,30,513,0.513
2019,4,6,15,30,625,0.625
2019,4,6,16,30,544,0.544
2019,4,6,17,30,164,0.164
2019,4,6,18,30,7,0.007
2019,4,6,19,30,0,0.0
2019,4,6,20,30,0,0.0
2019,4,6,21,30,0,0.0
2019,4,6,22,30,0,0.0
2019,4,6,23,30,0,0.0
2019,4,7,0,30,0,0.0
2019,4,7,1,30,0,0.0
2019,4,7,2,30,0,0.0
2019,4,7,3,30,0,0.0
2019,4,7,4,30,0,0.0
2019,4,7,5,30,0,0.0
2019,4,7,6,30,0,0.0
2019,4,7,7,30,0,0.0
2019,4,7,8,30,0,0.0
2019,4,7,9,30,0,0.0
2019,4,7,10,30,3,0.003
2019,4,7,11,30,35,0.035
2019,4,7,12,30,46,0.046
2019,4,7,13,30,173,0.173
2019,4,7,14,30,387,0.387
2019,4,7,15,30,365,0.365
2019,4,7,16,30,505,0.505
2019,4,7,17,30,25,0.025
2019,4,7,18,30,2,0.002
2019,4,7,19,30,0,0.0
2019,4,7,20,30,0,0.0
2019,4,7,21,30,0,0.0
2019,4,7,22,30,0,0.0
2019,4,7,23,30,0,0.0
2019,4,8,0,30,0,0.0
2019,4,8,1,30,0,0.0
2019,4,8,2,30,0,0.0
2019,4,8,3,30,0,0.0
2019,4,8,4,30,0,0.0
2019,4,8,5,30,0,0.0
2019,4,8,6,30,494,0.494
2019,4,8,7,30,742,0.742
2019,4,8,8,30,850,0.85
2019,4,8,9,30,907,0.907
2019,4,8,10,30,916,0.916
2019,4,8,11,30,955,0.955
2019,4,8,12,30,954,0.954
2019,4,8,13,30,939,0.939
2019,4,8,14,30,905,0.905
2019,4,8,15,30,844,0.844
2019,4,8,16,30,746,0.746
2019,4,8,17,30,556,0.556
2019,4,8,18,30,108,0.108
2019,4,8,19,30,0,0.0
2019,4,8,20,30,0,0.0
2019,4,8,21,30,0,0.0
2019,4,8,22,30,0,0.0
2019,4,8,23,30,0,0.0
2019,4,9,0,30,0,0.0
2019,4,9,1,30,0,0.0
2019,4,9,2,30,0,0.0
2019,4,9,3,30,0,0.0
2019,4,9,4,30,0,0.0
2019,4,9,5,30,15,0.015
2019,4,9,6,30,459,0.459
2019,4,9,7,30,730,0.73
2019,4,9,8,30,846,0.846
2019,4,9,9,30,904,0.904
2019,4,9,10,30,930,0.93
2019,4,9,11,30,898,0.898
2019,4,9,12,30,838,0.838
2019,4,9,13,30,725,0.725
2019,4,9,14,30,54,0.054
2019,4,9,15,30,6,0.006
2019,4,9,16,30,0,0.0
2019,4,9,17,30,27,0.027
2019,4,9,18,30,8,0.008
2019,4,9,19,30,0,0.0
2019,4,9,20,30,0,0.0
2019,4,9,21,30,0,0.0
2019,4,9,22,30,0,0.0
2019,4,9,23,30,0,0.0
2019,4,10,0,30,0,0.0
2019,4,10,1,30,0,0.0
2019,4,10,2,30,0,0.0
2019,4,10,3,30,0,0.0
2019,4,10,4,30,0,0.0
2019,4,10,5,30,2,0.002
2019,4,10,6,30,7,0.007
2019,4,10,7,30,0,0.0
2019,4,10,8,30,73,0.073
2019,4,10,9,30,122,0.122
2019,4,10,10,30,97,0.097
2019,4,10,11,30,6,0.006
2019,4,10,12,30,5,0.005
2019,4,10,13,30,13,0.013
2019,4,10,14,30,4,0.004
2019,4,10,15,30,0,0.0
2019,4,10,16,30,7,0.007
2019,4,10,17,30,110,0.11
2019,4,10,18,30,7,0.007
2019,4,10,19,30,0,0.0
2019,4,10,20,30,0,0.0
2019,4,10,21,30,0,0.0
2019,4,10,22,30,0,0.0
2019,4,10,23,30,0,0.0
2019,4,11,0,30,0,0.0
2019,4,11,1,30,0,0.0
2019,4,11,2,30,0,0.0
2019,4,11,3,30,0,0.0
2019,4,11,4,30,0,0.0
2019,4,11,5,30,0,0.0
2019,4,11,6,30,0,0.0
2019,4,11,7,30,3,0.003
2019,4,11,8,30,0,0.0
2019,4,11,9,30,3,0.003
2019,4,11,10,30,0,0.0
2019,4,11,11,30,0,0.0
2019,4,11,12,30,0,0.0
2019,4,11,13,30,5,0.005
2019,4,11,14,30,43,0.043
2019,4,11,15,30,16,0.016
2019,4,11,16,30,173,0.173
2019,4,11,17,30,75,0.075
2019,4,11,18,30,18,0.018
2019,4,11,19,30,0,0.0
2019,4,11,20,30,0,0.0
2019,4,11,21,30,0,0.0
2019,4,11,22,30,0,0.0
2019,4,11,23,30,0,0.0
2019,4,12,0,30,0,0.0
2019,4,12,1,30,0,0.0
2019,4,12,2,30,0,0.0
2019,4,12,3,30,0,0.0
2019,4,12,4,30,0,0.0
2019,4,12,5,30,10,0.01
2019,4,12,6,30,0,0.0
2019,4,12,7,30,3,0.003
2019,4,12,8,30,10,0.01
2019,4,12,9,30,5,0.005
2019,4,12,10,30,28,0.028
2019,4,12,11,30,6,0.006
2019,4,12,12,30,12,0.012
2019,4,12,13,30,24,0.024
2019,4,12,14,30,50,0.05
2019,4,12,15,30,214,0.214
2019,4,12,16,30,74,0.074
2019,4,12,17,30,172,0.172
2019,4,12,18,30,13,0.013
2019,4,12,19,30,0,0.0
2019,4,12,20,30,0,0.0
2019,4,12,21,30,0,0.0
2019,4,12,22,30,0,0.0
2019,4,12,23,30,0,0.0
2019,4,13,0,30,0,0.0
2019,4,13,1,30,0,0.0
2019,4,13,2,30,0,0.0
2019,4,13,3,30,0,0.0
2019,4,13,4,30,0,0.0
2019,4,13,5,30,27,0.027
2019,4,13,6,30,428,0.428
2019,4,13,7,30,641,0.641
2019,4,13,8,30,761,0.761
2019,4,13,9,30,830,0.83
2019,4,13,10,30,806,0.806
2019,4,13,11,30,117,0.117
2019,4,13,12,30,335,0.335
2019,4,13,13,30,740,0.74
2019,4,13,14,30,621,0.621
2019,4,13,15,30,813,0.813
2019,4,13,16,30,677,0.677
2019,4,13,17,30,385,0.385
2019,4,13,18,30,71,0.071
2019,4,13,19,30,0,0.0
2019,4,13,20,30,0,0.0
2019,4,13,21,30,0,0.0
2019,4,13,22,30,0,0.0
2019,4,13,23,30,0,0.0
2019,4,14,0,30,0,0.0
2019,4,14,1,30,0,0.0
2019,4,14,2,30,0,0.0
2019,4,14,3,30,0,0.0
2019,4,14,4,30,0,0.0
2019,4,14,5,30,23,0.023
2019,4,14,6,30,212,0.212
2019,4,14,7,30,384,0.384
2019,4,14,8,30,303,0.303
2019,4,14,9,30,336,0.336
2019,4,14,10,30,155,0.155
2019,4,14,11,30,181,0.181
2019,4,14,12,30,59,0.059
2019,4,14,13,30,25,0.025
2019,4,14,14,30,22,0.022
2019,4,14,15,30,158,0.158
2019,4,14,16,30,50,0.05
2019,4,14,17,30,0,0.0
2019,4,14,18,30,5,0.005
2019,4,14,19,30,0,0.0
2019,4,14,20,30,0,0.0
2019,4,14,21,30,0,0.0
2019,4,14,22,30,0,0.0
2019,4,14,23,30,0,0.0
2019,4,15,0,30,0,0.0
2019,4,15,1,30,0,0.0
2019,4,15,2,30,0,0.0
2019,4,15,3,30,0,0.0
2019,4,15,4,30,0,0.0
2019,4,15,5,30,50,0.05
2019,4,15,6,30,474,0.474
2019,4,15,7,30,277,0.277
2019,4,15,8,30,132,0.132
2019,4,15,9,30,544,0.544
2019,4,15,10,30,72,0.072
2019,4,15,11,30,145,0.145
2019,4,15,12,30,247,0.247
2019,4,15,13,30,648,0.648
2019,4,15,14,30,818,0.818
2019,4,15,15,30,700,0.7
2019,4,15,16,30,626,0.626
2019,4,15,17,30,371,0.371
2019,4,15,18,30,30,0.03
2019,4,15,19,30,0,0.0
2019,4,15,20,30,0,0.0
2019,4,15,21,30,0,0.0
2019,4,15,22,30,0,0.0
2019,4,15,23,30,0,0.0
2019,4,16,0,30,0,0.0
2019,4,16,1,30,0,0.0
2019,4,16,2,30,0,0.0
2019,4,16,3,30,0,0.0
2019,4,16,4,30,0,0.0
2019,4,16,5,30,37,0.037
2019,4,16,6,30,387,0.387
2019,4,16,7,30,602,0.602
2019,4,16,8,30,708,0.708
2019,4,16,9,30,763,0.763
2019,4,16,10,30,737,0.737
2019,4,16,11,30,596,0.596
2019,4,16,12,30,346,0.346
2019,4,16,13,30,182,0.182
2019,4,16,14,30,298,0.298
2019,4,16,15,30,350,0.35
2019,4,16,16,30,484,0.484
2019,4,16,17,30,301,0.301
2019,4,16,18,30,55,0.055
2019,4,16,19,30,0,0.0
2019,4,16,20,30,0,0.0
2019,4,16,21,30,0,0.0
2019,4,16,22,30,0,0.0
2019,4,16,23,30,0,0.0
2019,4,17,0,30,0,0.0
2019,4,17,1,30,0,0.0
2019,4,17,2,30,0,0.0
2019,4,17,3,30,0,0.0
2019,4,17,4,30,0,0.0
2019,4,17,5,30,0,0.0
2019,4,17,6,30,0,0.0
2019,4,17,7,30,0,0.0
2019,4,17,8,30,13,0.013
2019,4,17,9,30,376,0.376
2019,4,17,10,30,153,0.153
2019,4,17,11,30,12,0.012
2019,4,17,12,30,35,0.035
2019,4,17,13,30,33,0.033
2019,4,17,14,30,13,0.013
2019,4,17,15,30,8,0.008
2019,4,17,16,30,343,0.343
2019,4,17,17,30,56,0.056
2019,4,17,18,30,2,0.002
2019,4,17,19,30,0,0.0
2019,4,17,20,30,0,0.0
2019,4,17,21,30,0,0.0
2019,4,17,22,30,0,0.0
2019,4,17,23,30,0,0.0
2019,4,18,0,30,0,0.0
2019,4,18,1,30,0,0.0
2019,4,18,2,30,0,0.0
2019,4,18,3,30,0,0.0
2019,4,18,4,30,0,0.0
2019,4,18,5,30,6,0.006
2019,4,18,6,30,0,0.0
2019,4,18,7,30,0,0.0
2019,4,18,8,30,0,0.0
2019,4,18,9,30,1,0.001
2019,4,18,10,30,8,0.008
2019,4,18,11,30,48,0.048
2019,4,18,12,30,116,0.116
2019,4,18,13,30,39,0.039
2019,4,18,14,30,43,0.043
2019,4,18,15,30,49,0.049
2019,4,18,16,30,9,0.009
2019,4,18,17,30,0,0.0
2019,4,18,18,30,12,0.012
2019,4,18,19,30,0,0.0
2019,4,18,20,30,0,0.0
2019,4,18,21,30,0,0.0
2019,4,18,22,30,0,0.0
2019,4,18,23,30,0,0.0
2019,4,19,0,30,0,0.0
2019,4,19,1,30,0,0.0
2019,4,19,2,30,0,0.0
2019,4,19,3,30,0,0.0
2019,4,19,4,30,0,0.0
2019,4,19,5,30,114,0.114
2019,4,19,6,30,618,0.618
2019,4,19,7,30,818,0.818
2019,4,19,8,30,912,0.912
2019,4,19,9,30,955,0.955
2019,4,19,10,30,991,0.991
2019,4,19,11,30,1006,1.006
2019,4,19,12,30,1016,1.016
2019,4,19,13,30,1001,1.001
2019,4,19,14,30,958,0.958
2019,4,19,15,30,884,0.884
2019,4,19,16,30,795,0.795
2019,4,19,17,30,625,0.625
2019,4,19,18,30,222,0.222
2019,4,19,19,30,0,0.0
2019,4,19,20,30,0,0.0
2019,4,19,21,30,0,0.0
2019,4,19,22,30,0,0.0
2019,4,19,23,30,0,0.0
2019,4,20,0,30,0,0.0
2019,4,20,1,30,0,0.0
2019,4,20,2,30,0,0.0
2019,4,20,3,30,0,0.0
2019,4,20,4,30,0,0.0
2019,4,20,5,30,124,0.124
2019,4,20,6,30,596,0.596
2019,4,20,7,30,782,0.782
2019,4,20,8,30,877,0.877
2019,4,20,9,30,927,0.927
2019,4,20,10,30,951,0.951
2019,4,20,11,30,955,0.955
2019,4,20,12,30,945,0.945
2019,4,20,13,30,929,0.929
2019,4,20,14,30,897,0.897
2019,4,20,15,30,843,0.843
2019,4,20,16,30,752,0.752
2019,4,20,17,30,584,0.584
2019,4,20,18,30,202,0.202
2019,4,20,19,30,0,0.0
2019,4,20,20,30,0,0.0
2019,4,20,21,30,0,0.0
2019,4,20,22,30,0,0.0
2019,4,20,23,30,0,0.0
2019,4,21,0,30,0,0.0
2019,4,21,1,30,0,0.0
2019,4,21,2,30,0,0.0
2019,4,21,3,30,0,0.0
2019,4,21,4,30,0,0.0
2019,4,21,5,30,102,0.102
2019,4,21,6,30,520,0.52
2019,4,21,7,30,712,0.712
2019,4,21,8,30,804,0.804
2019,4,21,9,30,855,0.855
2019,4,21,10,30,892,0.892
2019,4,21,11,30,917,0.917
2019,4,21,12,30,613,0.613
2019,4,21,13,30,796,0.796
2019,4,21,14,30,798,0.798
2019,4,21,15,30,813,0.813
2019,4,21,16,30,612,0.612
2019,4,21,17,30,438,0.438
2019,4,21,18,30,88,0.088
2019,4,21,19,30,0,0.0
2019,4,21,20,30,0,0.0
2019,4,21,21,30,0,0.0
2019,4,21,22,30,0,0.0
2019,4,21,23,30,0,0.0
2019,4,22,0,30,0,0.0
2019,4,22,1,30,0,0.0
2019,4,22,2,30,0,0.0
2019,4,22,3,30,0,0.0
2019,4,22,4,30,0,0.0
2019,4,22,5,30,25,0.025
2019,4,22,6,30,179,0.179
2019,4,22,7,30,68,0.068
2019,4,22,8,30,322,0.322
2019,4,22,9,30,520,0.52
2019,4,22,10,30,326,0.326
2019,4,22,11,30,152,0.152
2019,4,22,12,30,128,0.128
2019,4,22,13,30,117,0.117
2019,4,22,14,30,305,0.305
2019,4,22,15,30,75,0.075
2019,4,22,16,30,8,0.008
2019,4,22,17,30,411,0.411
2019,4,22,18,30,105,0.105
2019,4,22,19,30,0,0.0
2019,4,22,20,30,0,0.0
2019,4,22,21,30,0,0.0
2019,4,22,22,30,0,0.0
2019,4,22,23,30,0,0.0
2019,4,23,0,30,0,0.0
2019,4,23,1,30,0,0.0
2019,4,23,2,30,0,0.0
2019,4,23,3,30,0,0.0
2019,4,23,4,30,0,0.0
2019,4,23,5,30,0,0.0
2019,4,23,6,30,279,0.279
2019,4,23,7,30,0,0.0
2019,4,23,8,30,0,0.0
2019,4,23,9,30,11,0.011
2019,4,23,10,30,342,0.342
2019,4,23,11,30,549,0.549
2019,4,23,12,30,503,0.503
2019,4,23,13,30,491,0.491
2019,4,23,14,30,490,0.49
2019,4,23,15,30,426,0.426
2019,4,23,16,30,526,0.526
2019,4,23,17,30,454,0.454
2019,4,23,18,30,196,0.196
2019,4,23,19,30,0,0.0
2019,4,23,20,30,0,0.0
2019,4,23,21,30,0,0.0
2019,4,23,22,30,0,0.0
2019,4,23,23,30,0,0.0
2019,4,24,0,30,0,0.0
2019,4,24,1,30,0,0.0
2019,4,24,2,30,0,0.0
2019,4,24,3,30,0,0.0
2019,4,24,4,30,0,0.0
2019,4,24,5,30,7,0.007
2019,4,24,6,30,43,0.043
2019,4,24,7,30,37,0.037
2019,4,24,8,30,25,0.025
2019,4,24,9,30,23,0.023
2019,4,24,10,30,49,0.049
2019,4,24,11,30,40,0.04
2019,4,24,12,30,663,0.663
2019,4,24,13,30,802,0.802
2019,4,24,14,30,819,0.819
2019,4,24,15,30,768,0.768
2019,4,24,16,30,669,0.669
2019,4,24,17,30,488,0.488
2019,4,24,18,30,143,0.143
2019,4,24,19,30,0,0.0
2019,4,24,20,30,0,0.0
2019,4,24,21,30,0,0.0
2019,4,24,22,30,0,0.0
2019,4,24,23,30,0,0.0
2019,4,25,0,30,0,0.0
2019,4,25,1,30,0,0.0
2019,4,25,2,30,0,0.0
2019,4,25,3,30,0,0.0
2019,4,25,4,30,0,0.0
2019,4,25,5,30,83,0.083
2019,4,25,6,30,0,0.0
2019,4,25,7,30,18,0.018
2019,4,25,8,30,87,0.087
2019,4,25,9,30,597,0.597
2019,4,25,10,30,317,0.317
2019,4,25,11,30,866,0.866
2019,4,25,12,30,186,0.186
2019,4,25,13,30,147,0.147
2019,4,25,14,30,70,0.07
2019,4,25,15,30,16,0.016
2019,4,25,16,30,4,0.004
2019,4,25,17,30,7,0.007
2019,4,25,18,30,5,0.005
2019,4,25,19,30,0,0.0
2019,4,25,20,30,0,0.0
2019,4,25,21,30,0,0.0
2019,4,25,22,30,0,0.0
2019,4,25,23,30,0,0.0
2019,4,26,0,30,0,0.0
2019,4,26,1,30,0,0.0
2019,4,26,2,30,0,0.0
2019,4,26,3,30,0,0.0
2019,4,26,4,30,0,0.0
2019,4,26,5,30,239,0.239
2019,4,26,6,30,657,0.657
2019,4,26,7,30,817,0.817
2019,4,26,8,30,892,0.892
2019,4,26,9,30,927,0.927
2019,4,26,10,30,946,0.946
2019,4,26,11,30,965,0.965
2019,4,26,12,30,984,0.984
2019,4,26,13,30,966,0.966
2019,4,26,14,30,931,0.931
2019,4,26,15,30,869,0.869
2019,4,26,16,30,771,0.771
2019,4,26,17,30,559,0.559
2019,4,26,18,30,0,0.0
2019,4,26,19,30,0,0.0
2019,4,26,20,30,0,0.0
2019,4,26,21,30,0,0.0
2019,4,26,22,30,0,0.0
2019,4,26,23,30,0,0.0
2019,4,27,0,30,0,0.0
2019,4,27,1,30,0,0.0
2019,4,27,2,30,0,0.0
2019,4,27,3,30,0,0.0
2019,4,27,4,30,0,0.0
2019,4,27,5,30,0,0.0
2019,4,27,6,30,0,0.0
2019,4,27,7,30,0,0.0
2019,4,27,8,30,0,0.0
2019,4,27,9,30,0,0.0
2019,4,27,10,30,0,0.0
2019,4,27,11,30,0,0.0
2019,4,27,12,30,2,0.002
2019,4,27,13,30,1,0.001
2019,4,27,14,30,0,0.0
2019,4,27,15,30,0,0.0
2019,4,27,16,30,0,0.0
2019,4,27,17,30,0,0.0
2019,4,27,18,30,38,0.038
2019,4,27,19,30,0,0.0
2019,4,27,20,30,0,0.0
2019,4,27,21,30,0,0.0
2019,4,27,22,30,0,0.0
2019,4,27,23,30,0,0.0
2019,4,28,0,30,0,0.0
2019,4,28,1,30,0,0.0
2019,4,28,2,30,0,0.0
2019,4,28,3,30,0,0.0
2019,4,28,4,30,0,0.0
2019,4,28,5,30,199,0.199
2019,4,28,6,30,589,0.589
2019,4,28,7,30,706,0.706
2019,4,28,8,30,397,0.397
2019,4,28,9,30,387,0.387
2019,4,28,10,30,144,0.144
2019,4,28,11,30,47,0.047
2019,4,28,12,30,20,0.02
2019,4,28,13,30,20,0.02
2019,4,28,14,30,164,0.164
2019,4,28,15,30,190,0.19
2019,4,28,16,30,298,0.298
2019,4,28,17,30,88,0.088
2019,4,28,18,30,48,0.048
2019,4,28,19,30,0,0.0
2019,4,28,20,30,0,0.0
2019,4,28,21,30,0,0.0
2019,4,28,22,30,0,0.0
2019,4,28,23,30,0,0.0
2019,4,29,0,30,0,0.0
2019,4,29,1,30,0,0.0
2019,4,29,2,30,0,0.0
2019,4,29,3,30,0,0.0
2019,4,29,4,30,0,0.0
2019,4,29,5,30,3,0.003
2019,4,29,6,30,0,0.0
2019,4,29,7,30,0,0.0
2019,4,29,8,30,0,0.0
2019,4,29,9,30,0,0.0
2019,4,29,10,30,13,0.013
2019,4,29,11,30,12,0.012
2019,4,29,12,30,27,0.027
2019,4,29,13,30,94,0.094
2019,4,29,14,30,124,0.124
2019,4,29,15,30,186,0.186
2019,4,29,16,30,207,0.207
2019,4,29,17,30,467,0.467
2019,4,29,18,30,109,0.109
2019,4,29,19,30,0,0.0
2019,4,29,20,30,0,0.0
2019,4,29,21,30,0,0.0
2019,4,29,22,30,0,0.0
2019,4,29,23,30,0,0.0
2019,4,30,0,30,0,0.0
2019,4,30,1,30,0,0.0
2019,4,30,2,30,0,0.0
2019,4,30,3,30,0,0.0
2019,4,30,4,30,0,0.0
2019,4,30,5,30,0,0.0
2019,4,30,6,30,0,0.0
2019,4,30,7,30,0,0.0
2019,4,30,8,30,0,0.0
2019,4,30,9,30,0,0.0
2019,4,30,10,30,0,0.0
2019,4,30,11,30,0,0.0
2019,4,30,12,30,0,0.0
2019,4,30,13,30,0,0.0
2019,4,30,14,30,3,0.003
2019,4,30,15,30,0,0.0
2019,4,30,16,30,0,0.0
2019,4,30,17,30,0,0.0
2019,4,30,18,30,0,0.0
2019,4,30,19,30,0,0.0
2019,4,30,20,30,0,0.0
2019,4,30,21,30,0,0.0
2019,4,30,22,30,0,0.0
2019,4,30,23,30,0,0.0
2019,5,1,0,30,0,0.0
2019,5,1,1,30,0,0.0
2019,5,1,2,30,0,0.0
2019,5,1,3,30,0,0.0
2019,5,1,4,30,0,0.0
2019,5,1,5,30,1,0.001
2019,5,1,6,30,0,0.0
2019,5,1,7,30,7,0.007
2019,5,1,8,30,28,0.028
2019,5,1,9,30,8,0.008
2019,5,1,10,30,12,0.012
2019,5,1,11,30,12,0.012
2019,5,1,12,30,21,0.021
2019,5,1,13,30,35,0.035
2019,5,1,14,30,36,0.036
2019,5,1,15,30,25,0.025
2019,5,1,16,30,213,0.213
2019,5,1,17,30,1,0.001
2019,5,1,18,30,0,0.0
2019,5,1,19,30,0,0.0
2019,5,1,20,30,0,0.0
2019,5,1,21,30,0,0.0
2019,5,1,22,30,0,0.0
2019,5,1,23,30,0,0.0
2019,5,2,0,30,0,0.0
2019,5,2,1,30,0,0.0
2019,5,2,2,30,0,0.0
2019,5,2,3,30,0,0.0
2019,5,2,4,30,0,0.0
2019,5,2,5,30,0,0.0
2019,5,2,6,30,0,0.0
2019,5,2,7,30,196,0.196
2019,5,2,8,30,276,0.276
2019,5,2,9,30,145,0.145
2019,5,2,10,30,240,0.24
2019,5,2,11,30,236,0.236
2019,5,2,12,30,213,0.213
2019,5,2,13,30,266,0.266
2019,5,2,14,30,315,0.315
2019,5,2,15,30,268,0.268
2019,5,2,16,30,195,0.195
2019,5,2,17,30,1,0.001
2019,5,2,18,30,0,0.0
2019,5,2,19,30,0,0.0
2019,5,2,20,30,0,0.0
2019,5,2,21,30,0,0.0
2019,5,2,22,30,0,0.0
2019,5,2,23,30,0,0.0
2019,5,3,0,30,0,0.0
2019,5,3,1,30,0,0.0
2019,5,3,2,30,0,0.0
2019,5,3,3,30,0,0.0
2019,5,3,4,30,0,0.0
2019,5,3,5,30,220,0.22
2019,5,3,6,30,548,0.548
2019,5,3,7,30,702,0.702
2019,5,3,8,30,780,0.78
2019,5,3,9,30,118,0.118
2019,5,3,10,30,128,0.128
2019,5,3,11,30,5,0.005
2019,5,3,12,30,0,0.0
2019,5,3,13,30,14,0.014
2019,5,3,14,30,6,0.006
2019,5,3,15,30,52,0.052
2019,5,3,16,30,256,0.256
2019,5,3,17,30,447,0.447
2019,5,3,18,30,190,0.19
2019,5,3,19,30,0,0.0
2019,5,3,20,30,0,0.0
2019,5,3,21,30,0,0.0
2019,5,3,22,30,0,0.0
2019,5,3,23,30,0,0.0
2019,5,4,0,30,0,0.0
2019,5,4,1,30,0,0.0
2019,5,4,2,30,0,0.0
2019,5,4,3,30,0,0.0
2019,5,4,4,30,0,0.0
2019,5,4,5,30,193,0.193
2019,5,4,6,30,527,0.527
2019,5,4,7,30,698,0.698
2019,5,4,8,30,793,0.793
2019,5,4,9,30,843,0.843
2019,5,4,10,30,869,0.869
2019,5,4,11,30,881,0.881
2019,5,4,12,30,884,0.884
2019,5,4,13,30,870,0.87
2019,5,4,14,30,840,0.84
2019,5,4,15,30,789,0.789
2019,5,4,16,30,703,0.703
2019,5,4,17,30,547,0.547
2019,5,4,18,30,244,0.244
2019,5,4,19,30,0,0.0
2019,5,4,20,30,0,0.0
2019,5,4,21,30,0,0.0
2019,5,4,22,30,0,0.0
2019,5,4,23,30,0,0.0
2019,5,5,0,30,0,0.0
2019,5,5,1,30,0,0.0
2019,5,5,2,30,0,0.0
2019,5,5,3,30,0,0.0
2019,5,5,4,30,0,0.0
2019,5,5,5,30,0,0.0
2019,5,5,6,30,9,0.009
2019,5,5,7,30,185,0.185
2019,5,5,8,30,144,0.144
2019,5,5,9,30,402,0.402
2019,5,5,10,30,552,0.552
2019,5,5,11,30,805,0.805
2019,5,5,12,30,886,0.886
2019,5,5,13,30,872,0.872
2019,5,5,14,30,835,0.835
2019,5,5,15,30,627,0.627
2019,5,5,16,30,87,0.087
2019,5,5,17,30,133,0.133
2019,5,5,18,30,63,0.063
2019,5,5,19,30,0,0.0
2019,5,5,20,30,0,0.0
2019,5,5,21,30,0,0.0
2019,5,5,22,30,0,0.0
2019,5,5,23,30,0,0.0
