Date,Hour,Total_KW,DNI(KWH),Energy_conversion
2011-05-14,0,0.0,0.0,0.0
2011-05-14,1,0.0,0.0,0.0
2011-05-14,2,0.0,0.0,0.0
2011-05-14,3,0.0,0.0,0.0
2011-05-14,4,0.0,0.0,0.0
2011-05-14,5,0.0,0.0,0.0
2011-05-14,6,0.0,0.0,0.0
2011-05-14,7,0.04432247263,0.001,2.650469285692928
2011-05-14,8,0.2013119098,0.0,0.0
2011-05-14,9,0.22392929,0.0,0.0
2011-05-14,10,0.6451407148,0.0,0.0
2011-05-14,11,1.391401171,0.0,0.0
2011-05-14,13,2.27676335,0.011,12.377245409695702
2011-05-14,15,1.78710506,0.0,0.0
2011-05-14,16,1.349125794,0.029,2.7819751295229946
2011-05-14,17,0.7948838056,0.0,0.0
2011-05-14,18,0.2358038616,0.0,0.0
2011-05-14,19,0.01659729315,0.0,0.0
2011-05-14,20,0.0,0.0,0.0
2011-05-14,21,0.0,0.0,0.0
2011-05-14,22,0.0,0.0,0.0
2011-05-14,23,0.0,0.0,0.0
2011-05-15,0,0.0,0.0,0.0
2011-05-15,1,0.0,0.0,0.0
2011-05-15,2,0.0,0.0,0.0
2011-05-15,3,0.0,0.0,0.0
2011-05-15,4,0.0,0.0,0.0
2011-05-15,5,0.0,0.0,0.0
2011-05-15,6,0.2251863927,0.0,0.0
2011-05-15,7,1.772135723,0.021,5.046339684912685
2011-05-15,8,4.152573813,0.0,0.0
2011-05-15,10,6.010741328,0.105,3.4232414713566697
2011-05-15,11,9.349336338,0.042,13.311600905537878
2011-05-15,12,8.490556067,0.447,1.1358668015169315
2011-05-15,13,17.67149576,0.898,1.1767813299833088
2011-05-15,14,17.40526131,0.555,1.8753673905928652
2011-05-15,15,19.31464415,0.834,1.3849033184873838
2011-05-15,16,15.02276401,0.765,1.1743220220105781
2011-05-15,17,9.513640322,0.637,0.8931123426004831
2011-05-15,18,3.950549862,0.38,0.6216883747865702
2011-05-15,19,0.4643884433,0.0,0.0
2011-05-15,20,0.0001907274011,0.0,0.0
2011-05-15,21,0.0,0.0,0.0
2011-05-15,22,0.0,0.0,0.0
2011-05-15,23,0.0,0.0,0.0
2011-05-16,0,0.0,0.0,0.0
2011-05-16,1,0.0,0.0,0.0
2011-05-16,2,0.0,0.0,0.0
2011-05-16,3,0.0,0.0,0.0
2011-05-16,4,0.0,0.0,0.0
2011-05-16,5,0.0005509310482,0.395,8.340631767629076e-05
2011-05-16,6,0.2472125202,0.69,0.021424967246680145
2011-05-16,7,3.189358838,0.82,0.23258854821713118
2011-05-16,8,8.75295905,0.888,0.5894415229252274
2011-05-16,9,14.26496447,0.932,0.9152791669366849
2011-05-16,10,18.54796995,0.95,1.1675394764381428
2011-05-16,11,21.04408478,0.956,1.3163486908813633
2011-05-16,12,22.02654858,0.941,1.3997665893645237
2011-05-16,13,21.97515701,0.93,1.4130184533425927
2011-05-16,14,20.7722564,0.907,1.3695414561879227
2011-05-16,15,16.46036681,0.87,1.1314074959231402
2011-05-16,16,12.92759915,0.798,0.9687546081529133
2011-05-16,17,9.553485751,0.672,0.8501418240857413
2011-05-16,18,3.92856225,0.395,0.5947512163366646
2011-05-16,19,0.4432236365,0.0,0.0
2011-05-16,20,0.0005582269436,0.0,0.0
2011-05-16,21,0.0,0.0,0.0
2011-05-16,22,0.0,0.0,0.0
2011-05-16,23,0.0,0.0,0.0
2011-05-17,0,0.0,0.0,0.0
2011-05-17,1,0.0,0.0,0.0
2011-05-17,2,0.0,0.0,0.0
2011-05-17,3,0.0,0.0,0.0
2011-05-17,4,0.0,0.0,0.0
2011-05-17,5,0.0006655207688,0.362,0.0001099390140487929
2011-05-17,6,0.2640829045,0.666,0.02371181806713276
2011-05-17,7,3.249785647,0.805,0.24141132030059548
2011-05-17,8,8.764631662,0.88,0.5955932849046602
2011-05-17,9,14.13482312,0.922,0.916765481191155
2011-05-17,10,18.22574873,0.944,1.1545484953794618
2011-05-17,11,20.66543993,0.952,1.2980950745674262
2011-05-17,12,21.74007194,0.947,1.3728079743840185
2011-05-17,13,21.04439711,0.932,1.3502661220105776
2011-05-17,14,20.25755435,0.904,1.3400388135586492
2011-05-17,15,18.2291432,0.859,1.269029997471219
2011-05-17,16,14.49780102,0.785,1.1044123983381786
2011-05-17,17,9.412628306,0.654,0.8606606680464481
2011-05-17,18,3.913832255,0.39,0.6001176451196185
2011-05-17,19,0.4571109871,0.0,0.0
2011-05-17,20,0.001001971655,0.0,0.0
2011-05-17,21,0.0,0.0,0.0
2011-05-17,22,0.0,0.0,0.0
2011-05-17,23,0.0,0.0,0.0
2011-05-18,0,0.0,0.0,0.0
2011-05-18,1,0.0,0.0,0.0
2011-05-18,2,0.0,0.0,0.0
2011-05-18,3,0.0,0.0,0.0
2011-05-18,4,0.0,0.0,0.0
2011-05-18,5,0.0003498369893,0.367,5.700309781849334e-05
2011-05-18,6,0.2580648176,0.652,0.023669004931638517
2011-05-18,7,3.203063472,0.783,0.24462597974944855
2011-05-18,8,7.768868999,0.852,0.5452767734427696
2011-05-18,9,13.51345233,0.891,0.9069584789943588
2011-05-18,10,17.7791851,0.908,1.1709134597336808
2011-05-18,11,19.8572099,0.913,1.300607470996259
2011-05-18,12,20.82246123,0.872,1.4279545104176237
2011-05-18,13,19.48362635,0.849,1.3723373941113526
2011-05-18,14,17.9010425,0.812,1.318320756009241
2011-05-18,15,18.03669271,0.76,1.4191951208189408
2011-05-18,16,12.86670502,0.667,1.153560312383799
2011-05-18,17,9.289910124,0.521,1.066283243724693
2011-05-18,18,3.852298273,0.275,0.8376951625871512
2011-05-18,19,0.4951368007,0.0,0.0
2011-05-18,20,0.0,0.0,0.0
2011-05-18,21,0.0,0.0,0.0
2011-05-18,22,0.0,0.0,0.0
2011-05-18,23,0.0,0.0,0.0
2011-05-19,0,0.0,0.0,0.0
2011-05-19,1,0.0,0.0,0.0
2011-05-19,2,0.0,0.0,0.0
2011-05-19,3,0.0,0.0,0.0
2011-05-19,4,0.0,0.0,0.0
2011-05-19,5,0.002036835097,0.0,0.0
2011-05-19,6,1.111296649,0.284,0.23399709192514936
2011-05-19,7,3.506920143,0.374,0.5607290671970823
2011-05-19,8,7.088185676,0.527,0.8043096245414673
2011-05-19,9,11.09988513,0.182,3.647085055175054
2011-05-19,11,19.30108489,0.329,3.5082022137692825
2011-05-19,12,21.08680103,0.297,4.245736586475711
2011-05-19,13,17.13857329,0.531,1.9300961316313512
2011-05-19,14,21.50268433,0.415,3.0984420499759544
2011-05-19,15,17.46959486,0.537,1.945392973761363
2011-05-19,16,15.56457575,0.429,2.1695955960121007
2011-05-19,17,8.695919189,0.196,2.65312809913321
2011-05-19,18,3.837331883,0.202,1.1359959629301246
2011-05-19,19,0.8520582172,0.0,0.0
2011-05-19,20,0.006691381304,0.0,0.0
2011-05-19,21,0.0,0.0,0.0
2011-05-19,22,0.0,0.0,0.0
2011-05-19,23,0.0,0.0,0.0
2011-05-20,0,0.0,0.0,0.0
2011-05-20,1,0.0,0.0,0.0
2011-05-20,2,0.0,0.0,0.0
2011-05-20,3,0.0,0.0,0.0
2011-05-20,4,0.0,0.0,0.0
2011-05-20,5,0.0,0.0,0.0
2011-05-20,6,0.08280403918,0.049,0.1010541695686796
2011-05-20,7,1.748172481,0.008,13.067517424129166
2011-05-20,8,2.944277397,0.325,0.5417440614556619
2011-05-20,9,12.91518802,0.276,2.798275347152257
2011-05-20,10,14.48745234,0.349,2.4823635674359092
2011-05-20,11,16.97560036,0.257,3.949942872699414
2011-05-20,12,18.75281443,0.216,5.191722847903966
2011-05-20,13,16.38129944,0.15,6.530642124881646
2011-05-20,14,11.98280114,0.064,11.196368235162206
2011-05-20,16,3.506292422,0.0,0.0
2011-05-20,17,0.7120011485,0.0,0.0
2011-05-20,18,0.9131153263,0.0,0.0
2011-05-20,19,0.1518513559,0.0,0.0
2011-05-20,20,0.0,0.0,0.0
2011-05-20,21,0.0,0.0,0.0
2011-05-20,22,0.0,0.0,0.0
2011-05-20,23,0.0,0.0,0.0
2011-05-21,0,0.0,0.0,0.0
2011-05-21,1,0.0,0.0,0.0
2011-05-21,2,0.0,0.0,0.0
2011-05-21,3,0.0,0.0,0.0
2011-05-21,4,0.0,0.0,0.0
2011-05-21,5,0.0,0.0,0.0
2011-05-21,6,0.4787348294,0.0,0.0
2011-05-21,7,0.9973006034,0.0,0.0
2011-05-21,8,0.5017815708,0.004,7.501593224697263
2011-05-21,9,4.018594579,0.265,0.9068325815687259
2011-05-21,10,13.92807228,0.076,10.959133439818713
2011-05-21,11,11.59983526,0.606,1.1446639164738721
2011-05-21,12,22.94520534,0.154,8.909842420100457
2011-05-21,13,24.23447392,0.838,1.7293718016006758
2011-05-21,14,25.34169233,0.841,1.8019320648005166
2011-05-21,15,21.21269379,0.804,1.5777513828673941
2011-05-21,16,17.1579321,0.724,1.4171805198441576
2011-05-21,17,11.71590949,0.587,1.1935392404779595
2011-05-21,18,5.07257913,0.34,0.8921722459173532
2011-05-21,19,0.786523982,0.0,0.0
2011-05-21,20,0.005850663191,0.0,0.0
2011-05-21,21,0.0,0.0,0.0
2011-05-21,22,0.0,0.0,0.0
2011-05-21,23,0.0,0.0,0.0
2011-05-22,0,0.0,0.0,0.0
2011-05-22,1,0.0,0.0,0.0
2011-05-22,2,0.0,0.0,0.0
2011-05-22,3,0.0,0.0,0.0
2011-05-22,4,0.0,0.0,0.0
2011-05-22,5,0.00038050394,0.26,8.751542486516324e-05
2011-05-22,6,0.4850123145,0.541,0.053611047851066754
2011-05-22,7,4.275105142,0.689,0.37104482063461863
2011-05-22,9,9.11198716,0.516,1.0559958047517561
2011-05-22,10,16.16932838,0.445,2.1728550990138094
2011-05-22,11,14.43089859,0.39,2.2127256138091242
2011-05-22,12,9.877136038,0.184,3.210051557066436
2011-05-22,13,16.87597585,0.0,0.0
2011-05-22,14,6.796106743,0.0,0.0
2011-05-22,15,0.1856425792,0.0,0.0
2011-05-22,16,0.8163861973,0.0,0.0
2011-05-22,17,0.6827662947,0.027,1.5121925874985467
2011-05-22,18,5.031886929,0.233,1.2914385552604781
2011-05-22,19,1.72863288,0.0,0.0
2011-05-22,20,0.05833328476,0.0,0.0
2011-05-22,21,0.0,0.0,0.0
2011-05-22,22,0.0,0.0,0.0
2011-05-22,23,0.0,0.0,0.0
2011-05-23,0,0.0,0.0,0.0
2011-05-23,1,0.0,0.0,0.0
2011-05-23,2,0.0,0.0,0.0
2011-05-23,3,0.0,0.0,0.0
2011-05-23,4,0.0,0.0,0.0
2011-05-23,5,0.0,0.0,0.0
2011-05-23,6,0.9137738088,0.58,0.09421271246152975
2011-05-23,7,4.429748552,0.311,0.8517604709752875
2011-05-23,8,8.899034429,0.779,0.6831313632578615
2011-05-23,9,15.3436113,0.816,1.1244398397720576
2011-05-23,10,23.35519646,0.842,1.6587091054942191
2011-05-23,11,26.33504768,0.498,3.1623035938041295
2011-05-23,12,25.02443911,0.51,2.934222016245577
2011-05-23,13,26.19975873,0.473,3.3123402854138426
2011-05-23,14,20.53658855,0.341,3.6014112634697226
2011-05-23,15,14.57130506,0.223,3.9074405834624413
2011-05-23,16,12.93628286,0.209,3.7013658387941066
2011-05-23,17,9.923882481,0.62,0.9571692071238769
2011-05-23,18,5.376276897,0.382,0.8416219638556386
2011-05-23,19,0.858193662,0.0,0.0
2011-05-23,20,0.005729262476,0.0,0.0
2011-05-23,21,0.0,0.0,0.0
2011-05-23,22,0.0,0.0,0.0
2011-05-23,23,0.0,0.0,0.0
2011-05-24,0,0.0,0.0,0.0
2011-05-24,1,0.0,0.0,0.0
2011-05-24,2,0.0,0.0,0.0
2011-05-24,3,0.0,0.0,0.0
2011-05-24,4,0.0,0.0,0.0
2011-05-24,5,0.002206223087,0.36,0.00036647615272171556
2011-05-24,6,0.5242716257,0.605,0.05182028228904245
2011-05-24,7,4.365168166,0.733,0.3561195370134878
2011-05-24,8,10.88854195,0.805,0.8088586675630427
2011-05-24,9,17.24907949,0.817,1.2625327788383822
2011-05-24,10,21.89690232,0.841,1.5569887715629456
2011-05-24,11,24.55393363,0.848,1.7315060793981671
2011-05-24,12,20.73278787,0.454,2.730867611562938
2011-05-24,13,25.50794914,0.324,4.7079227439928095
2011-05-24,14,20.33908663,0.15,8.108471273234665
2011-05-24,16,6.961363754,0.0,0.0
2011-05-24,17,0.521387698,0.08,0.389735160711616
2011-05-24,18,1.217033778,0.0,0.0
2011-05-24,19,0.3759239168,0.0,0.0
2011-05-24,20,0.02644570995,0.0,0.0
2011-05-24,21,0.0,0.0,0.0
2011-05-24,22,0.0,0.0,0.0
2011-05-24,23,0.0,0.0,0.0
2011-05-25,0,0.0,0.0,0.0
2011-05-25,1,0.0,0.0,0.0
2011-05-25,2,0.0,0.0,0.0
2011-05-25,3,0.0,0.0,0.0
2011-05-25,4,0.0,0.0,0.0
2011-05-25,5,0.0,0.0,0.0
2011-05-25,6,0.0,0.0,0.0
2011-05-25,7,0.307646899,0.0,0.0
2011-05-25,8,1.237508732,0.005,14.800523031843325
2011-05-25,12,5.172668844,0.062,4.98909509015765
2011-05-25,13,3.852369352,0.095,2.424951791708304
2011-05-25,15,9.05081291,0.043,12.586875237721076
2011-05-25,16,5.317197013,0.0,0.0
2011-05-25,17,2.563833203,0.0,0.0
2011-05-25,18,0.5628837508,0.0,0.0
2011-05-25,19,0.05739880395,0.0,0.0
2011-05-25,20,0.0,0.0,0.0
2011-05-25,21,0.0,0.0,0.0
2011-05-25,22,0.0,0.0,0.0
2011-05-25,23,0.0,0.0,0.0
2011-05-26,0,0.0,0.0,0.0
2011-05-26,1,0.0,0.0,0.0
2011-05-26,2,0.0,0.0,0.0
2011-05-26,3,0.0,0.0,0.0
2011-05-26,4,0.0,0.0,0.0
2011-05-26,5,3.979995704e-06,0.039,6.102626515020834e-06
2011-05-26,6,0.574629374,0.155,0.22169450045573136
2011-05-26,7,3.625195357,0.39,0.5558602308420637
2011-05-26,8,7.149403025,0.519,0.8237609816363736
2011-05-26,9,11.77588559,0.565,1.2463612127690822
2011-05-26,10,18.88979054,0.474,2.3831292436161644
2011-05-26,11,24.70040792,0.564,2.618929556199498
2011-05-26,12,23.2708962,0.477,2.9173835199252314
2011-05-26,13,22.59305898,0.496,2.7239062423140545
2011-05-26,14,25.11950217,0.574,2.616965101057798
2011-05-26,15,22.17321242,0.362,3.662847541399296
2011-05-26,16,14.33416436,0.747,1.147494396582693
2011-05-26,17,13.05627535,0.631,1.2373390994368547
2011-05-26,18,5.479206375,0.4,0.8191368478098371
2011-05-26,19,0.9484811073,0.0,0.0
2011-05-26,20,0.02350995542,0.0,0.0
2011-05-26,21,0.0,0.0,0.0
2011-05-26,22,0.0,0.0,0.0
2011-05-26,23,0.0,0.0,0.0
2011-05-27,0,0.0,0.0,0.0
2011-05-27,1,0.0,0.0,0.0
2011-05-27,2,0.0,0.0,0.0
2011-05-27,3,0.0,0.0,0.0
2011-05-27,4,0.0,0.0,0.0
2011-05-27,5,0.008221344167,0.114,0.004312576115801539
2011-05-27,6,1.006654462,0.584,0.10307809202186376
2011-05-27,7,3.68784033,0.738,0.29882335882112
2011-05-27,8,11.35606786,0.628,1.0813521067481262
2011-05-27,9,17.57970256,0.257,4.090507514224236
2011-05-27,10,19.2437094,0.529,2.175363880716047
2011-05-27,12,18.0228092,0.386,2.792119332877348
2011-05-27,13,17.28676712,0.291,3.552381402713282
2011-05-27,14,18.58468974,0.153,7.263779960661197
2011-05-27,15,12.61168459,0.0,0.0
2011-05-27,16,4.830347988,0.0,0.0
2011-05-27,17,3.107422356,0.0,0.0
2011-05-27,18,1.122777806,0.031,2.1658626941680854
2011-05-27,19,0.4660300761,0.0,0.0
2011-05-27,20,0.02620472712,0.0,0.0
2011-05-27,21,0.0,0.0,0.0
2011-05-27,22,0.0,0.0,0.0
2011-05-27,23,0.0,0.0,0.0
2011-05-28,0,0.0,0.0,0.0
2011-05-28,1,0.0,0.0,0.0
2011-05-28,2,0.0,0.0,0.0
2011-05-28,3,0.0,0.0,0.0
2011-05-28,4,0.0,0.0,0.0
2011-05-28,5,0.0004842760643,0.0,0.0
2011-05-28,6,0.9138992878,0.138,0.396020846598677
2011-05-28,7,1.917934307,0.0,0.0
2011-05-28,8,4.973599893,0.0,0.0
2011-05-28,10,4.270078083,0.0,0.0
2011-05-28,13,7.726956608,0.322,1.434998334709159
2011-05-28,14,10.18406464,0.334,1.8233644190166536
2011-05-28,15,12.81440649,0.208,3.6841216032061825
2011-05-28,16,11.81399241,0.324,2.1804717917199605
2011-05-28,17,7.375426474,0.396,1.1137577711635718
2011-05-28,18,4.20063734,0.091,2.7604036412085446
2011-05-28,19,1.693748753,0.0,0.0
2011-05-28,20,0.02731737573,0.0,0.0
2011-05-28,21,0.0,0.0,0.0
2011-05-28,22,0.0,0.0,0.0
2011-05-28,23,0.0,0.0,0.0
2011-05-29,0,0.0,0.0,0.0
2011-05-29,1,0.0,0.0,0.0
2011-05-29,2,0.0,0.0,0.0
2011-05-29,3,0.0,0.0,0.0
2011-05-29,4,0.0,0.0,0.0
2011-05-29,5,0.003051286684,0.0,0.0
2011-05-29,6,0.4852789945,0.0,0.0
2011-05-29,7,1.757618368,0.0,0.0
2011-05-29,8,0.1125608767,0.0,0.0
2011-05-29,9,0.0,0.0,0.0
2011-05-29,10,0.0,0.0,0.0
2011-05-29,11,0.2308816051,0.005,2.7613288096875466
2011-05-29,12,1.36243317,0.306,0.26625181524246716
2011-05-29,15,5.460716615,0.122,2.6766316193211757
2011-05-29,16,4.456027591,0.318,0.8379527810137924
2011-05-29,17,7.309473852,0.356,1.2278205962833497
2011-05-29,18,5.142994187,0.151,2.0367507341795714
2011-05-29,19,1.312826403,0.0,0.0
2011-05-29,20,0.02757956467,0.0,0.0
2011-05-29,21,0.0,0.0,0.0
2011-05-29,22,0.0,0.0,0.0
2011-05-29,23,0.0,0.0,0.0
2011-05-30,0,0.0,0.0,0.0
2011-05-30,1,0.0,0.0,0.0
2011-05-30,2,0.0,0.0,0.0
2011-05-30,3,0.0,0.0,0.0
2011-05-30,4,0.0,0.0,0.0
2011-05-30,5,0.01203498339,0.209,0.0034434834853480077
2011-05-30,6,0.7412982282,0.439,0.10097810987406312
2011-05-30,7,4.522135522,0.594,0.45525625739630826
2011-05-30,8,10.80176658,0.708,0.912347583054395
2011-05-30,9,17.26776625,0.79,1.3070971422948314
2011-05-30,10,22.51986954,0.839,1.605102254764774
2011-05-30,11,25.50571243,0.653,2.335732334657458
2011-05-30,12,25.37204099,0.621,2.4432201391040493
2011-05-30,13,25.85063056,0.654,2.363699090615246
2011-05-30,14,23.8456362,0.554,2.5739371876775974
2011-05-30,15,23.10984813,0.756,1.8279911605644898
2011-05-30,16,18.39414122,0.392,2.80602957948017
2011-05-30,17,7.862024599,0.397,1.18424807358824
2011-05-30,18,3.849119243,0.061,3.773378110869571
2011-05-30,19,1.38509249,0.0,0.0
2011-05-30,20,0.02246249396,0.0,0.0
2011-05-30,21,0.0,0.0,0.0
2011-05-30,22,0.0,0.0,0.0
2011-05-30,23,0.0,0.0,0.0
2011-05-31,0,0.0,0.0,0.0
2011-05-31,1,0.0,0.0,0.0
2011-05-31,2,0.0,0.0,0.0
2011-05-31,3,0.0,0.0,0.0
2011-05-31,4,0.0,0.0,0.0
2011-05-31,5,0.0006286539777,0.0,0.0
2011-05-31,6,0.02482008555,0.16,0.009276455953804753
2011-05-31,7,2.652305844,0.0,0.0
2011-05-31,8,0.5708375082,0.0,0.0
2011-05-31,9,1.326326025,0.073,1.086491233818762
2011-05-31,11,14.81215869,0.815,1.0868248073249094
2011-05-31,12,24.91348321,0.878,1.6968315512055117
2011-05-31,13,27.16104934,0.906,1.792739312706407
2011-05-31,14,26.27981774,0.899,1.7480805978503713
2011-05-31,15,23.74416132,0.874,1.6245915761147525
2011-05-31,16,19.12530722,0.805,1.4207292937603129
2011-05-31,17,12.82522944,0.681,1.1262033807888945
2011-05-31,18,5.839350257,0.468,0.7461350957625288
2011-05-31,19,0.8955210433,0.0,0.0
2011-05-31,20,0.01313479263,0.0,0.0
2011-05-31,21,0.0,0.0,0.0
2011-05-31,22,0.0,0.0,0.0
2011-05-31,23,0.0,0.0,0.0
2011-06-01,0,0.0,0.0,0.0
2011-06-01,1,0.0,0.0,0.0
2011-06-01,2,0.0,0.0,0.0
2011-06-01,3,0.0,0.0,0.0
2011-06-01,4,0.0,0.0,0.0
2011-06-01,5,0.005581092038,0.387,0.0008623965588147922
2011-06-01,6,0.6345960094,0.646,0.05874401338179637
2011-06-01,7,4.647503593,0.764,0.36376856846318756
2011-06-01,8,11.54175476,0.828,0.8335665924948523
2011-06-01,9,16.44887877,0.411,2.393278687200797
2011-06-01,10,20.42325721,0.875,1.3957760731264548
2011-06-01,11,21.76250314,0.883,1.4738284599366753
2011-06-01,12,26.58784076,0.896,1.774491219592935
2011-06-01,13,26.50250363,0.882,1.7968718825946683
2011-06-01,14,25.23963151,0.857,1.7611688016672733
2011-06-01,15,22.38461217,0.738,1.8138109017717476
2011-06-01,16,17.30763854,0.435,2.3792898672206726
2011-06-01,17,8.845859118,0.37,1.429674232079291
2011-06-01,18,4.988143207,0.397,0.7513584966935075
2011-06-01,19,1.492346162,0.0,0.0
2011-06-01,20,0.01808284171,0.0,0.0
2011-06-01,21,0.0,0.0,0.0
2011-06-01,22,0.0,0.0,0.0
2011-06-01,23,0.0,0.0,0.0
2011-06-02,0,0.0,0.0,0.0
2011-06-02,1,0.0,0.0,0.0
2011-06-02,2,0.0,0.0,0.0
2011-06-02,3,0.0,0.0,0.0
2011-06-02,4,0.0,0.0,0.0
2011-06-02,5,0.0,0.0,0.0
2011-06-02,6,0.0,0.0,0.0
2011-06-02,7,0.2074885492,0.005,2.4815493999103007
2011-06-02,8,1.892379274,0.0,0.0
2011-06-02,9,4.968354397,0.0,0.0
2011-06-02,10,2.522407866,0.015,10.055944051427717
2011-06-02,13,2.060722136,0.012,10.269208830418098
2011-06-02,15,6.405977538,0.043,8.908729066464554
2011-06-02,16,3.639013263,0.086,2.530369723982797
2011-06-02,17,5.048201134,0.036,8.385576874138305
2011-06-02,18,2.960439533,0.0,0.0
2011-06-02,19,1.927412543,0.0,0.0
2011-06-02,20,0.04719398718,0.0,0.0
2011-06-02,21,0.0,0.0,0.0
2011-06-02,22,0.0,0.0,0.0
2011-06-02,23,0.0,0.0,0.0
2011-06-03,0,0.0,0.0,0.0
2011-06-03,1,0.0,0.0,0.0
2011-06-03,2,0.0,0.0,0.0
2011-06-03,3,0.0,0.0,0.0
2011-06-03,4,0.0,0.0,0.0
2011-06-03,5,0.003659169218,0.0,0.0
2011-06-03,6,1.022390114,0.343,0.17824662552460915
2011-06-03,7,4.38298656,0.483,0.5426524942684243
2011-06-03,8,10.16201235,0.328,1.8526981593369527
2011-06-03,9,12.99073183,0.706,1.1003420549657232
2011-06-03,10,20.52376024,0.756,1.6234313652438934
2011-06-03,11,23.91119107,0.776,1.8426306206681842
2011-06-03,12,25.56453637,0.793,1.9278068938161823
2011-06-03,13,25.88751796,0.792,1.954627600568399
2011-06-03,14,24.43406634,0.77,1.8975962737815333
2011-06-03,15,21.95668207,0.712,1.8441044470126202
2011-06-03,16,18.14618378,0.379,2.8631552026305545
2011-06-03,17,11.66778159,0.497,1.403882296921009
2011-06-03,18,5.142787647,0.138,2.228529056790187
2011-06-03,19,1.674533966,0.0,0.0
2011-06-03,20,0.08628671141,0.0,0.0
2011-06-03,21,0.0,0.0,0.0
2011-06-03,22,0.0,0.0,0.0
2011-06-03,23,0.0,0.0,0.0
2011-06-04,0,0.0,0.0,0.0
2011-06-04,1,0.0,0.0,0.0
2011-06-04,2,0.0,0.0,0.0
2011-06-04,3,0.0,0.0,0.0
2011-06-04,4,0.0,0.0,0.0
2011-06-04,5,0.02581332841,0.018,0.08575714160894338
2011-06-04,6,1.184374962,0.235,0.30138397101624453
2011-06-04,7,3.866024721,0.387,0.5973824464787149
2011-06-04,8,9.01754996,0.469,1.149779364077037
2011-06-04,9,15.61585071,0.526,1.7753283962603605
2011-06-04,10,15.60833399,0.164,5.6913002381047875
2011-06-04,11,16.93603317,0.297,3.4099973512973967
2011-06-04,13,16.67186748,0.087,11.459450482263728
2011-06-04,15,9.104362494,0.145,3.754744018847207
2011-06-04,16,6.786270053,0.0,0.0
2011-06-04,17,4.184538559,0.159,1.5737989279310536
2011-06-04,18,3.210346415,0.0,0.0
2011-06-04,19,1.989294756,0.0,0.0
2011-06-04,20,0.07714736354,0.0,0.0
2011-06-04,21,0.0,0.0,0.0
2011-06-04,22,0.0,0.0,0.0
2011-06-04,23,0.0,0.0,0.0
2011-06-05,0,0.0,0.0,0.0
2011-06-05,1,0.0,0.0,0.0
2011-06-05,2,0.0,0.0,0.0
2011-06-05,3,0.0,0.0,0.0
2011-06-05,4,0.0,0.0,0.0
2011-06-05,5,0.04446925679,0.0,0.0
2011-06-05,6,0.2296639504,0.0,0.0
2011-06-05,7,0.01462934508,0.0,0.0
2011-06-05,8,2.954148565,0.554,0.3188756544636838
2011-06-05,9,9.22806402,0.416,1.3265269069770116
2011-06-05,10,20.44851834,0.65,1.8812533403866276
2011-06-05,11,24.04652473,0.678,2.1209060029432374
2011-06-05,12,25.10737828,0.74,2.028936436990137
2011-06-05,13,24.89402141,0.722,2.0618480508578814
2011-06-05,14,23.61367466,0.671,2.104456003238629
2011-06-05,15,20.841281,0.601,2.0737133929124454
2011-06-05,16,16.19890454,0.501,1.933511304793612
2011-06-05,17,10.80361847,0.312,2.0706821513315012
2011-06-05,19,0.71080434,0.0,0.0
2011-06-05,20,5.367842581e-07,0.0,0.0
2011-06-05,21,0.0,0.0,0.0
2011-06-05,22,0.0,0.0,0.0
2011-06-05,23,0.0,0.0,0.0
2011-06-06,0,0.0,0.0,0.0
2011-06-06,1,0.0,0.0,0.0
2011-06-06,2,0.0,0.0,0.0
2011-06-06,3,0.0,0.0,0.0
2011-06-06,4,0.0,0.0,0.0
2011-06-06,5,0.0,0.202,0.0
2011-06-06,6,0.7566742837,0.466,0.09710058647308341
2011-06-06,7,4.556931698,0.624,0.4367035525221278
2011-06-06,8,10.25966736,0.721,0.8509358304326831
2011-06-06,9,16.26304541,0.767,1.2679592785290528
2011-06-06,10,21.48234643,0.793,1.6199713127479438
2011-06-06,11,24.18828555,0.794,1.8217273556758662
2011-06-06,12,25.37253375,0.783,1.9377639505358197
2011-06-06,13,25.27073511,0.739,2.044900741649439
2011-06-06,14,24.29017702,0.661,2.1974956078679537
2011-06-06,15,21.6299495,0.516,2.506712918699102
2011-06-06,16,16.80822234,0.394,2.5510816440052726
2011-06-06,17,10.36565023,0.266,2.330310054550339
2011-06-06,18,4.865873341,0.127,2.2911624048414194
2011-06-06,19,1.47532718,0.0,0.0
2011-06-06,20,0.04446637854,0.0,0.0
2011-06-06,21,0.0,0.0,0.0
2011-06-06,22,0.0,0.0,0.0
2011-06-06,23,0.0,0.0,0.0
2011-06-07,0,0.0,0.0,0.0
2011-06-07,1,0.0,0.0,0.0
2011-06-07,2,0.0,0.0,0.0
2011-06-07,3,0.0,0.0,0.0
2011-06-07,4,0.0,0.0,0.0
2011-06-07,5,0.01534742635,0.24,0.0038240460332884837
2011-06-07,6,1.009202581,0.43,0.14034879632301558
2011-06-07,7,4.541547898,0.56,0.4849697689169852
2011-06-07,8,10.38377882,0.643,0.9657022678537011
2011-06-07,9,16.48683154,0.711,1.3866485282741636
2011-06-07,10,21.45530855,0.755,1.6993647611626879
2011-06-07,11,24.28444737,0.772,1.881090629035219
2011-06-07,12,25.60389396,0.698,2.193559366380505
2011-06-07,13,25.80450977,0.687,2.24614439183321
2011-06-07,14,24.27348363,0.656,2.2127230755627187
