Date,Hour,Minute,DNI,DNI(KWH)
2013-01-01,21,30,0,0.0
2013-01-01,22,30,0,0.0
2013-01-01,23,30,0,0.0
2013-01-02,0,30,0,0.0
2013-01-02,1,30,0,0.0
2013-01-02,2,30,0,0.0
2013-01-02,3,30,0,0.0
2013-01-02,4,30,0,0.0
2013-01-02,5,30,0,0.0
2013-01-02,6,30,0,0.0
2013-01-02,7,30,0,0.0
2013-01-02,8,30,506,0.506
2013-01-02,9,30,714,0.714
2013-01-02,10,30,807,0.807
2013-01-02,11,30,849,0.849
2013-01-02,12,30,839,0.839
2013-01-02,13,30,802,0.802
2013-01-02,14,30,716,0.716
2013-01-02,15,30,552,0.552
2013-01-02,16,30,0,0.0
2013-01-02,17,30,0,0.0
2013-01-02,18,30,0,0.0
2013-01-02,19,30,0,0.0
2013-01-02,20,30,0,0.0
2013-01-02,21,30,0,0.0
2013-01-02,22,30,0,0.0
2013-01-02,23,30,0,0.0
2013-01-03,0,30,0,0.0
2013-01-03,1,30,0,0.0
2013-01-03,2,30,0,0.0
2013-01-03,3,30,0,0.0
2013-01-03,4,30,0,0.0
2013-01-03,5,30,0,0.0
2013-01-03,6,30,0,0.0
2013-01-03,7,30,0,0.0
2013-01-03,8,30,526,0.526
2013-01-03,9,30,720,0.72
2013-01-03,10,30,800,0.8
2013-01-03,11,30,825,0.825
2013-01-03,12,30,285,0.285
2013-01-03,13,30,113,0.113
2013-01-03,14,30,84,0.084
2013-01-03,15,30,0,0.0
2013-01-03,16,30,123,0.123
2013-01-03,17,30,0,0.0
2013-01-03,18,30,0,0.0
2013-01-03,19,30,0,0.0
2013-01-03,20,30,0,0.0
2013-01-03,21,30,0,0.0
2013-01-03,22,30,0,0.0
2013-01-03,23,30,0,0.0
2013-01-04,0,30,0,0.0
2013-01-04,1,30,0,0.0
2013-01-04,2,30,0,0.0
2013-01-04,3,30,0,0.0
2013-01-04,4,30,0,0.0
2013-01-04,5,30,0,0.0
2013-01-04,6,30,0,0.0
2013-01-04,7,30,0,0.0
2013-01-04,8,30,563,0.563
2013-01-04,9,30,767,0.767
2013-01-04,10,30,856,0.856
2013-01-04,11,30,894,0.894
2013-01-04,12,30,882,0.882
2013-01-04,13,30,854,0.854
2013-01-04,14,30,787,0.787
2013-01-04,15,30,639,0.639
2013-01-04,16,30,249,0.249
2013-01-04,17,30,0,0.0
2013-01-04,18,30,0,0.0
2013-01-04,19,30,0,0.0
2013-01-04,20,30,0,0.0
2013-01-04,21,30,0,0.0
2013-01-04,22,30,0,0.0
2013-01-04,23,30,0,0.0
2013-01-05,0,30,0,0.0
2013-01-05,1,30,0,0.0
2013-01-05,2,30,0,0.0
2013-01-05,3,30,0,0.0
2013-01-05,4,30,0,0.0
2013-01-05,5,30,0,0.0
2013-01-05,6,30,0,0.0
2013-01-05,7,30,0,0.0
2013-01-05,8,30,490,0.49
2013-01-05,9,30,341,0.341
2013-01-05,10,30,81,0.081
2013-01-05,11,30,39,0.039
2013-01-05,12,30,94,0.094
2013-01-05,13,30,380,0.38
2013-01-05,14,30,0,0.0
2013-01-05,15,30,0,0.0
2013-01-05,16,30,0,0.0
2013-01-05,17,30,0,0.0
2013-01-05,18,30,0,0.0
2013-01-05,19,30,0,0.0
2013-01-05,20,30,0,0.0
2013-01-05,21,30,0,0.0
2013-01-05,22,30,0,0.0
2013-01-05,23,30,0,0.0
2013-01-06,0,30,0,0.0
2013-01-06,1,30,0,0.0
2013-01-06,2,30,0,0.0
2013-01-06,3,30,0,0.0
2013-01-06,4,30,0,0.0
2013-01-06,5,30,0,0.0
2013-01-06,6,30,0,0.0
2013-01-06,7,30,0,0.0
2013-01-06,8,30,573,0.573
2013-01-06,9,30,781,0.781
2013-01-06,10,30,876,0.876
2013-01-06,11,30,920,0.92
2013-01-06,12,30,918,0.918
2013-01-06,13,30,898,0.898
2013-01-06,14,30,837,0.837
2013-01-06,15,30,696,0.696
2013-01-06,16,30,328,0.328
2013-01-06,17,30,0,0.0
2013-01-06,18,30,0,0.0
2013-01-06,19,30,0,0.0
2013-01-06,20,30,0,0.0
2013-01-06,21,30,0,0.0
2013-01-06,22,30,0,0.0
2013-01-06,23,30,0,0.0
2013-01-07,0,30,0,0.0
2013-01-07,1,30,0,0.0
2013-01-07,2,30,0,0.0
2013-01-07,3,30,0,0.0
2013-01-07,4,30,0,0.0
2013-01-07,5,30,0,0.0
2013-01-07,6,30,0,0.0
2013-01-07,7,30,0,0.0
2013-01-07,8,30,581,0.581
2013-01-07,9,30,279,0.279
2013-01-07,10,30,406,0.406
2013-01-07,11,30,643,0.643
2013-01-07,12,30,672,0.672
2013-01-07,13,30,601,0.601
2013-01-07,14,30,539,0.539
2013-01-07,15,30,82,0.082
2013-01-07,16,30,0,0.0
2013-01-07,17,30,0,0.0
2013-01-07,18,30,0,0.0
2013-01-07,19,30,0,0.0
2013-01-07,20,30,0,0.0
2013-01-07,21,30,0,0.0
2013-01-07,22,30,0,0.0
2013-01-07,23,30,0,0.0
2013-01-08,0,30,0,0.0
2013-01-08,1,30,0,0.0
2013-01-08,2,30,0,0.0
2013-01-08,3,30,0,0.0
2013-01-08,4,30,0,0.0
2013-01-08,5,30,0,0.0
2013-01-08,6,30,0,0.0
2013-01-08,7,30,0,0.0
2013-01-08,8,30,269,0.269
2013-01-08,9,30,305,0.305
2013-01-08,10,30,422,0.422
2013-01-08,11,30,573,0.573
2013-01-08,12,30,834,0.834
2013-01-08,13,30,798,0.798
2013-01-08,14,30,724,0.724
2013-01-08,15,30,575,0.575
2013-01-08,16,30,0,0.0
2013-01-08,17,30,0,0.0
2013-01-08,18,30,0,0.0
2013-01-08,19,30,0,0.0
2013-01-08,20,30,0,0.0
2013-01-08,21,30,0,0.0
2013-01-08,22,30,0,0.0
2013-01-08,23,30,0,0.0
2013-01-09,0,30,0,0.0
2013-01-09,1,30,0,0.0
2013-01-09,2,30,0,0.0
2013-01-09,3,30,0,0.0
2013-01-09,4,30,0,0.0
2013-01-09,5,30,0,0.0
2013-01-09,6,30,0,0.0
2013-01-09,7,30,0,0.0
2013-01-09,8,30,239,0.239
2013-01-09,9,30,390,0.39
2013-01-09,10,30,875,0.875
2013-01-09,11,30,912,0.912
2013-01-09,12,30,660,0.66
2013-01-09,13,30,716,0.716
2013-01-09,14,30,395,0.395
2013-01-09,15,30,455,0.455
2013-01-09,16,30,200,0.2
2013-01-09,17,30,0,0.0
2013-01-09,18,30,0,0.0
2013-01-09,19,30,0,0.0
2013-01-09,20,30,0,0.0
2013-01-09,21,30,0,0.0
2013-01-09,22,30,0,0.0
2013-01-09,23,30,0,0.0
2013-01-10,0,30,0,0.0
2013-01-10,1,30,0,0.0
2013-01-10,2,30,0,0.0
2013-01-10,3,30,0,0.0
2013-01-10,4,30,0,0.0
2013-01-10,5,30,0,0.0
2013-01-10,6,30,0,0.0
2013-01-10,7,30,0,0.0
2013-01-10,8,30,137,0.137
2013-01-10,9,30,339,0.339
2013-01-10,10,30,263,0.263
2013-01-10,11,30,327,0.327
2013-01-10,12,30,286,0.286
2013-01-10,13,30,27,0.027
2013-01-10,14,30,0,0.0
2013-01-10,15,30,0,0.0
2013-01-10,16,30,0,0.0
2013-01-10,17,30,0,0.0
2013-01-10,18,30,0,0.0
2013-01-10,19,30,0,0.0
2013-01-10,20,30,0,0.0
2013-01-10,21,30,0,0.0
2013-01-10,22,30,0,0.0
2013-01-10,23,30,0,0.0
2013-01-11,0,30,0,0.0
2013-01-11,1,30,0,0.0
2013-01-11,2,30,0,0.0
2013-01-11,3,30,0,0.0
2013-01-11,4,30,0,0.0
2013-01-11,5,30,0,0.0
2013-01-11,6,30,0,0.0
2013-01-11,7,30,0,0.0
2013-01-11,8,30,0,0.0
2013-01-11,9,30,0,0.0
2013-01-11,10,30,0,0.0
2013-01-11,11,30,23,0.023
2013-01-11,12,30,39,0.039
2013-01-11,13,30,99,0.099
2013-01-11,14,30,0,0.0
2013-01-11,15,30,109,0.109
2013-01-11,16,30,14,0.014
2013-01-11,17,30,0,0.0
2013-01-11,18,30,0,0.0
2013-01-11,19,30,0,0.0
2013-01-11,20,30,0,0.0
2013-01-11,21,30,0,0.0
2013-01-11,22,30,0,0.0
2013-01-11,23,30,0,0.0
2013-01-12,0,30,0,0.0
2013-01-12,1,30,0,0.0
2013-01-12,2,30,0,0.0
2013-01-12,3,30,0,0.0
2013-01-12,4,30,0,0.0
2013-01-12,5,30,0,0.0
2013-01-12,6,30,0,0.0
2013-01-12,7,30,0,0.0
2013-01-12,8,30,346,0.346
2013-01-12,9,30,698,0.698
2013-01-12,10,30,469,0.469
2013-01-12,11,30,87,0.087
2013-01-12,12,30,375,0.375
2013-01-12,13,30,0,0.0
2013-01-12,14,30,0,0.0
2013-01-12,15,30,347,0.347
2013-01-12,16,30,109,0.109
2013-01-12,17,30,0,0.0
2013-01-12,18,30,0,0.0
2013-01-12,19,30,0,0.0
2013-01-12,20,30,0,0.0
2013-01-12,21,30,0,0.0
2013-01-12,22,30,0,0.0
2013-01-12,23,30,0,0.0
2013-01-13,0,30,0,0.0
2013-01-13,1,30,0,0.0
2013-01-13,2,30,0,0.0
2013-01-13,3,30,0,0.0
2013-01-13,4,30,0,0.0
2013-01-13,5,30,0,0.0
2013-01-13,6,30,0,0.0
2013-01-13,7,30,0,0.0
2013-01-13,8,30,0,0.0
2013-01-13,9,30,0,0.0
2013-01-13,10,30,357,0.357
2013-01-13,11,30,319,0.319
2013-01-13,12,30,215,0.215
2013-01-13,13,30,415,0.415
2013-01-13,14,30,847,0.847
2013-01-13,15,30,703,0.703
2013-01-13,16,30,353,0.353
2013-01-13,17,30,0,0.0
2013-01-13,18,30,0,0.0
2013-01-13,19,30,0,0.0
2013-01-13,20,30,0,0.0
2013-01-13,21,30,0,0.0
2013-01-13,22,30,0,0.0
2013-01-13,23,30,0,0.0
2013-01-14,0,30,0,0.0
2013-01-14,1,30,0,0.0
2013-01-14,2,30,0,0.0
2013-01-14,3,30,0,0.0
2013-01-14,4,30,0,0.0
2013-01-14,5,30,0,0.0
2013-01-14,6,30,0,0.0
2013-01-14,7,30,0,0.0
2013-01-14,8,30,614,0.614
2013-01-14,9,30,812,0.812
2013-01-14,10,30,897,0.897
2013-01-14,11,30,931,0.931
2013-01-14,12,30,933,0.933
2013-01-14,13,30,910,0.91
2013-01-14,14,30,849,0.849
2013-01-14,15,30,725,0.725
2013-01-14,16,30,411,0.411
2013-01-14,17,30,0,0.0
2013-01-14,18,30,0,0.0
2013-01-14,19,30,0,0.0
2013-01-14,20,30,0,0.0
2013-01-14,21,30,0,0.0
2013-01-14,22,30,0,0.0
2013-01-14,23,30,0,0.0
2013-01-15,0,30,0,0.0
2013-01-15,1,30,0,0.0
2013-01-15,2,30,0,0.0
2013-01-15,3,30,0,0.0
2013-01-15,4,30,0,0.0
2013-01-15,5,30,0,0.0
2013-01-15,6,30,0,0.0
2013-01-15,7,30,0,0.0
2013-01-15,8,30,0,0.0
2013-01-15,9,30,748,0.748
2013-01-15,10,30,844,0.844
2013-01-15,11,30,889,0.889
2013-01-15,12,30,889,0.889
2013-01-15,13,30,871,0.871
2013-01-15,14,30,816,0.816
2013-01-15,15,30,688,0.688
2013-01-15,16,30,375,0.375
2013-01-15,17,30,0,0.0
2013-01-15,18,30,0,0.0
2013-01-15,19,30,0,0.0
2013-01-15,20,30,0,0.0
2013-01-15,21,30,0,0.0
2013-01-15,22,30,0,0.0
2013-01-15,23,30,0,0.0
2013-01-16,0,30,0,0.0
2013-01-16,1,30,0,0.0
2013-01-16,2,30,0,0.0
2013-01-16,3,30,0,0.0
2013-01-16,4,30,0,0.0
2013-01-16,5,30,0,0.0
2013-01-16,6,30,0,0.0
2013-01-16,7,30,0,0.0
2013-01-16,8,30,0,0.0
2013-01-16,9,30,144,0.144
2013-01-16,10,30,152,0.152
2013-01-16,11,30,860,0.86
2013-01-16,12,30,8,0.008
2013-01-16,13,30,184,0.184
2013-01-16,14,30,23,0.023
2013-01-16,15,30,676,0.676
2013-01-16,16,30,373,0.373
2013-01-16,17,30,0,0.0
2013-01-16,18,30,0,0.0
2013-01-16,19,30,0,0.0
2013-01-16,20,30,0,0.0
2013-01-16,21,30,0,0.0
2013-01-16,22,30,0,0.0
2013-01-16,23,30,0,0.0
2013-01-17,0,30,0,0.0
2013-01-17,1,30,0,0.0
2013-01-17,2,30,0,0.0
2013-01-17,3,30,0,0.0
2013-01-17,4,30,0,0.0
2013-01-17,5,30,0,0.0
2013-01-17,6,30,0,0.0
2013-01-17,7,30,0,0.0
2013-01-17,8,30,663,0.663
2013-01-17,9,30,836,0.836
2013-01-17,10,30,909,0.909
2013-01-17,11,30,938,0.938
2013-01-17,12,30,207,0.207
2013-01-17,13,30,327,0.327
2013-01-17,14,30,841,0.841
2013-01-17,15,30,713,0.713
2013-01-17,16,30,412,0.412
2013-01-17,17,30,0,0.0
2013-01-17,18,30,0,0.0
2013-01-17,19,30,0,0.0
2013-01-17,20,30,0,0.0
2013-01-17,21,30,0,0.0
2013-01-17,22,30,0,0.0
2013-01-17,23,30,0,0.0
2013-01-18,0,30,0,0.0
2013-01-18,1,30,0,0.0
2013-01-18,2,30,0,0.0
2013-01-18,3,30,0,0.0
2013-01-18,4,30,0,0.0
2013-01-18,5,30,0,0.0
2013-01-18,6,30,0,0.0
2013-01-18,7,30,0,0.0
2013-01-18,8,30,60,0.06
2013-01-18,9,30,352,0.352
2013-01-18,10,30,816,0.816
2013-01-18,11,30,865,0.865
2013-01-18,12,30,883,0.883
2013-01-18,13,30,867,0.867
2013-01-18,14,30,808,0.808
2013-01-18,15,30,681,0.681
2013-01-18,16,30,385,0.385
2013-01-18,17,30,0,0.0
2013-01-18,18,30,0,0.0
2013-01-18,19,30,0,0.0
2013-01-18,20,30,0,0.0
2013-01-18,21,30,0,0.0
2013-01-18,22,30,0,0.0
2013-01-18,23,30,0,0.0
2013-01-19,0,30,0,0.0
2013-01-19,1,30,0,0.0
2013-01-19,2,30,0,0.0
2013-01-19,3,30,0,0.0
2013-01-19,4,30,0,0.0
2013-01-19,5,30,0,0.0
2013-01-19,6,30,0,0.0
2013-01-19,7,30,0,0.0
2013-01-19,8,30,0,0.0
2013-01-19,9,30,6,0.006
2013-01-19,10,30,133,0.133
2013-01-19,11,30,895,0.895
2013-01-19,12,30,911,0.911
2013-01-19,13,30,887,0.887
2013-01-19,14,30,823,0.823
2013-01-19,15,30,710,0.71
2013-01-19,16,30,424,0.424
2013-01-19,17,30,0,0.0
2013-01-19,18,30,0,0.0
2013-01-19,19,30,0,0.0
2013-01-19,20,30,0,0.0
2013-01-19,21,30,0,0.0
2013-01-19,22,30,0,0.0
2013-01-19,23,30,0,0.0
2013-01-20,0,30,0,0.0
2013-01-20,1,30,0,0.0
2013-01-20,2,30,0,0.0
2013-01-20,3,30,0,0.0
2013-01-20,4,30,0,0.0
2013-01-20,5,30,0,0.0
2013-01-20,6,30,0,0.0
2013-01-20,7,30,0,0.0
2013-01-20,8,30,147,0.147
2013-01-20,9,30,178,0.178
2013-01-20,10,30,0,0.0
2013-01-20,11,30,0,0.0
2013-01-20,12,30,114,0.114
2013-01-20,13,30,134,0.134
2013-01-20,14,30,225,0.225
2013-01-20,15,30,38,0.038
2013-01-20,16,30,0,0.0
2013-01-20,17,30,0,0.0
2013-01-20,18,30,0,0.0
2013-01-20,19,30,0,0.0
2013-01-20,20,30,0,0.0
2013-01-20,21,30,0,0.0
2013-01-20,22,30,0,0.0
2013-01-20,23,30,0,0.0
2013-01-21,0,30,0,0.0
2013-01-21,1,30,0,0.0
2013-01-21,2,30,0,0.0
2013-01-21,3,30,0,0.0
2013-01-21,4,30,0,0.0
2013-01-21,5,30,0,0.0
2013-01-21,6,30,0,0.0
2013-01-21,7,30,0,0.0
2013-01-21,8,30,316,0.316
2013-01-21,9,30,871,0.871
2013-01-21,10,30,946,0.946
2013-01-21,11,30,976,0.976
2013-01-21,12,30,984,0.984
2013-01-21,13,30,959,0.959
2013-01-21,14,30,901,0.901
2013-01-21,15,30,777,0.777
2013-01-21,16,30,506,0.506
2013-01-21,17,30,0,0.0
2013-01-21,18,30,0,0.0
2013-01-21,19,30,0,0.0
2013-01-21,20,30,0,0.0
2013-01-21,21,30,0,0.0
2013-01-21,22,30,0,0.0
2013-01-21,23,30,0,0.0
2013-01-22,0,30,0,0.0
2013-01-22,1,30,0,0.0
2013-01-22,2,30,0,0.0
2013-01-22,3,30,0,0.0
2013-01-22,4,30,0,0.0
2013-01-22,5,30,0,0.0
2013-01-22,6,30,0,0.0
2013-01-22,7,30,0,0.0
2013-01-22,8,30,653,0.653
2013-01-22,9,30,193,0.193
2013-01-22,10,30,911,0.911
2013-01-22,11,30,946,0.946
2013-01-22,12,30,589,0.589
2013-01-22,13,30,512,0.512
2013-01-22,14,30,389,0.389
2013-01-22,15,30,86,0.086
2013-01-22,16,30,36,0.036
2013-01-22,17,30,0,0.0
2013-01-22,18,30,0,0.0
2013-01-22,19,30,0,0.0
2013-01-22,20,30,0,0.0
2013-01-22,21,30,0,0.0
2013-01-22,22,30,0,0.0
2013-01-22,23,30,0,0.0
2013-01-23,0,30,0,0.0
2013-01-23,1,30,0,0.0
2013-01-23,2,30,0,0.0
2013-01-23,3,30,0,0.0
2013-01-23,4,30,0,0.0
2013-01-23,5,30,0,0.0
2013-01-23,6,30,0,0.0
2013-01-23,7,30,0,0.0
2013-01-23,8,30,0,0.0
2013-01-23,9,30,59,0.059
2013-01-23,10,30,29,0.029
2013-01-23,11,30,183,0.183
2013-01-23,12,30,859,0.859
2013-01-23,13,30,839,0.839
2013-01-23,14,30,796,0.796
2013-01-23,15,30,700,0.7
2013-01-23,16,30,459,0.459
2013-01-23,17,30,0,0.0
2013-01-23,18,30,0,0.0
2013-01-23,19,30,0,0.0
2013-01-23,20,30,0,0.0
2013-01-23,21,30,0,0.0
2013-01-23,22,30,0,0.0
2013-01-23,23,30,0,0.0
2013-01-24,0,30,0,0.0
2013-01-24,1,30,0,0.0
2013-01-24,2,30,0,0.0
2013-01-24,3,30,0,0.0
2013-01-24,4,30,0,0.0
2013-01-24,5,30,0,0.0
2013-01-24,6,30,0,0.0
2013-01-24,7,30,0,0.0
2013-01-24,8,30,65,0.065
2013-01-24,9,30,280,0.28
2013-01-24,10,30,245,0.245
2013-01-24,11,30,219,0.219
2013-01-24,12,30,201,0.201
2013-01-24,13,30,372,0.372
2013-01-24,14,30,298,0.298
2013-01-24,15,30,284,0.284
2013-01-24,16,30,116,0.116
2013-01-24,17,30,0,0.0
2013-01-24,18,30,0,0.0
2013-01-24,19,30,0,0.0
2013-01-24,20,30,0,0.0
2013-01-24,21,30,0,0.0
2013-01-24,22,30,0,0.0
2013-01-24,23,30,0,0.0
2013-01-25,0,30,0,0.0
2013-01-25,1,30,0,0.0
2013-01-25,2,30,0,0.0
2013-01-25,3,30,0,0.0
2013-01-25,4,30,0,0.0
2013-01-25,5,30,0,0.0
2013-01-25,6,30,0,0.0
2013-01-25,7,30,0,0.0
2013-01-25,8,30,589,0.589
2013-01-25,9,30,787,0.787
2013-01-25,10,30,886,0.886
2013-01-25,11,30,935,0.935
2013-01-25,12,30,929,0.929
2013-01-25,13,30,913,0.913
2013-01-25,14,30,862,0.862
2013-01-25,15,30,736,0.736
2013-01-25,16,30,469,0.469
2013-01-25,17,30,0,0.0
2013-01-25,18,30,0,0.0
2013-01-25,19,30,0,0.0
2013-01-25,20,30,0,0.0
2013-01-25,21,30,0,0.0
2013-01-25,22,30,0,0.0
2013-01-25,23,30,0,0.0
2013-01-26,0,30,0,0.0
2013-01-26,1,30,0,0.0
2013-01-26,2,30,0,0.0
2013-01-26,3,30,0,0.0
2013-01-26,4,30,0,0.0
2013-01-26,5,30,0,0.0
2013-01-26,6,30,0,0.0
2013-01-26,7,30,0,0.0
2013-01-26,8,30,606,0.606
2013-01-26,9,30,783,0.783
2013-01-26,10,30,861,0.861
2013-01-26,11,30,893,0.893
2013-01-26,12,30,865,0.865
2013-01-26,13,30,833,0.833
2013-01-26,14,30,755,0.755
2013-01-26,15,30,625,0.625
2013-01-26,16,30,343,0.343
2013-01-26,17,30,0,0.0
2013-01-26,18,30,0,0.0
2013-01-26,19,30,0,0.0
2013-01-26,20,30,0,0.0
2013-01-26,21,30,0,0.0
2013-01-26,22,30,0,0.0
2013-01-26,23,30,0,0.0
2013-01-27,0,30,0,0.0
2013-01-27,1,30,0,0.0
2013-01-27,2,30,0,0.0
2013-01-27,3,30,0,0.0
2013-01-27,4,30,0,0.0
2013-01-27,5,30,0,0.0
2013-01-27,6,30,0,0.0
2013-01-27,7,30,0,0.0
2013-01-27,8,30,0,0.0
2013-01-27,9,30,0,0.0
2013-01-27,10,30,0,0.0
2013-01-27,11,30,0,0.0
2013-01-27,12,30,90,0.09
2013-01-27,13,30,0,0.0
2013-01-27,14,30,0,0.0
2013-01-27,15,30,0,0.0
2013-01-27,16,30,110,0.11
2013-01-27,17,30,0,0.0
2013-01-27,18,30,0,0.0
2013-01-27,19,30,0,0.0
2013-01-27,20,30,0,0.0
2013-01-27,21,30,0,0.0
2013-01-27,22,30,0,0.0
2013-01-27,23,30,0,0.0
2013-01-28,0,30,0,0.0
2013-01-28,1,30,0,0.0
2013-01-28,2,30,0,0.0
2013-01-28,3,30,0,0.0
2013-01-28,4,30,0,0.0
2013-01-28,5,30,0,0.0
2013-01-28,6,30,0,0.0
2013-01-28,7,30,0,0.0
2013-01-28,8,30,0,0.0
2013-01-28,9,30,0,0.0
2013-01-28,10,30,0,0.0
2013-01-28,11,30,0,0.0
2013-01-28,12,30,17,0.017
2013-01-28,13,30,2,0.002
2013-01-28,14,30,0,0.0
2013-01-28,15,30,0,0.0
2013-01-28,16,30,0,0.0
2013-01-28,17,30,0,0.0
2013-01-28,18,30,0,0.0
2013-01-28,19,30,0,0.0
2013-01-28,20,30,0,0.0
2013-01-28,21,30,0,0.0
2013-01-28,22,30,0,0.0
2013-01-28,23,30,0,0.0
2013-01-29,0,30,0,0.0
2013-01-29,1,30,0,0.0
2013-01-29,2,30,0,0.0
2013-01-29,3,30,0,0.0
2013-01-29,4,30,0,0.0
2013-01-29,5,30,0,0.0
2013-01-29,6,30,0,0.0
2013-01-29,7,30,0,0.0
2013-01-29,8,30,0,0.0
2013-01-29,9,30,0,0.0
2013-01-29,10,30,0,0.0
2013-01-29,11,30,0,0.0
2013-01-29,12,30,0,0.0
2013-01-29,13,30,0,0.0
2013-01-29,14,30,0,0.0
2013-01-29,15,30,0,0.0
2013-01-29,16,30,0,0.0
2013-01-29,17,30,0,0.0
2013-01-29,18,30,0,0.0
2013-01-29,19,30,0,0.0
2013-01-29,20,30,0,0.0
2013-01-29,21,30,0,0.0
2013-01-29,22,30,0,0.0
2013-01-29,23,30,0,0.0
2013-01-30,0,30,0,0.0
2013-01-30,1,30,0,0.0
2013-01-30,2,30,0,0.0
2013-01-30,3,30,0,0.0
2013-01-30,4,30,0,0.0
2013-01-30,5,30,0,0.0
2013-01-30,6,30,0,0.0
2013-01-30,7,30,0,0.0
2013-01-30,8,30,0,0.0
2013-01-30,9,30,0,0.0
2013-01-30,10,30,0,0.0
2013-01-30,11,30,0,0.0
2013-01-30,12,30,17,0.017
2013-01-30,13,30,23,0.023
2013-01-30,14,30,799,0.799
2013-01-30,15,30,382,0.382
2013-01-30,16,30,499,0.499
2013-01-30,17,30,0,0.0
2013-01-30,18,30,0,0.0
2013-01-30,19,30,0,0.0
2013-01-30,20,30,0,0.0
2013-01-30,21,30,0,0.0
2013-01-30,22,30,0,0.0
2013-01-30,23,30,0,0.0
2013-01-31,0,30,0,0.0
2013-01-31,1,30,0,0.0
2013-01-31,2,30,0,0.0
2013-01-31,3,30,0,0.0
2013-01-31,4,30,0,0.0
2013-01-31,5,30,0,0.0
2013-01-31,6,30,0,0.0
2013-01-31,7,30,146,0.146
2013-01-31,8,30,643,0.643
2013-01-31,9,30,812,0.812
2013-01-31,10,30,876,0.876
2013-01-31,11,30,895,0.895
2013-01-31,12,30,887,0.887
2013-01-31,13,30,876,0.876
2013-01-31,14,30,840,0.84
2013-01-31,15,30,747,0.747
2013-01-31,16,30,515,0.515
2013-01-31,17,30,0,0.0
2013-01-31,18,30,0,0.0
2013-01-31,19,30,0,0.0
2013-01-31,20,30,0,0.0
2013-01-31,21,30,0,0.0
2013-01-31,22,30,0,0.0
2013-01-31,23,30,0,0.0
2013-02-01,0,30,0,0.0
2013-02-01,1,30,0,0.0
2013-02-01,2,30,0,0.0
2013-02-01,3,30,0,0.0
2013-02-01,4,30,0,0.0
2013-02-01,5,30,0,0.0
2013-02-01,6,30,0,0.0
2013-02-01,7,30,198,0.198
2013-02-01,8,30,668,0.668
2013-02-01,9,30,835,0.835
2013-02-01,10,30,904,0.904
2013-02-01,11,30,933,0.933
2013-02-01,12,30,870,0.87
2013-02-01,13,30,869,0.869
2013-02-01,14,30,824,0.824
2013-02-01,15,30,0,0.0
2013-02-01,16,30,0,0.0
2013-02-01,17,30,0,0.0
2013-02-01,18,30,0,0.0
2013-02-01,19,30,0,0.0
2013-02-01,20,30,0,0.0
2013-02-01,21,30,0,0.0
2013-02-01,22,30,0,0.0
2013-02-01,23,30,0,0.0
2013-02-02,0,30,0,0.0
2013-02-02,1,30,0,0.0
2013-02-02,2,30,0,0.0
2013-02-02,3,30,0,0.0
2013-02-02,4,30,0,0.0
2013-02-02,5,30,0,0.0
2013-02-02,6,30,0,0.0
2013-02-02,7,30,0,0.0
2013-02-02,8,30,0,0.0
2013-02-02,9,30,0,0.0
2013-02-02,10,30,7,0.007
2013-02-02,11,30,2,0.002
2013-02-02,12,30,5,0.005
2013-02-02,13,30,47,0.047
2013-02-02,14,30,126,0.126
2013-02-02,15,30,0,0.0
2013-02-02,16,30,529,0.529
2013-02-02,17,30,0,0.0
2013-02-02,18,30,0,0.0
2013-02-02,19,30,0,0.0
2013-02-02,20,30,0,0.0
2013-02-02,21,30,0,0.0
2013-02-02,22,30,0,0.0
2013-02-02,23,30,0,0.0
2013-02-03,0,30,0,0.0
2013-02-03,1,30,0,0.0
2013-02-03,2,30,0,0.0
2013-02-03,3,30,0,0.0
2013-02-03,4,30,0,0.0
2013-02-03,5,30,0,0.0
2013-02-03,6,30,0,0.0
2013-02-03,7,30,143,0.143
2013-02-03,8,30,623,0.623
2013-02-03,9,30,815,0.815
2013-02-03,10,30,897,0.897
2013-02-03,11,30,932,0.932
2013-02-03,12,30,243,0.243
2013-02-03,13,30,71,0.071
2013-02-03,14,30,0,0.0
2013-02-03,15,30,706,0.706
2013-02-03,16,30,461,0.461
2013-02-03,17,30,0,0.0
2013-02-03,18,30,0,0.0
2013-02-03,19,30,0,0.0
2013-02-03,20,30,0,0.0
2013-02-03,21,30,0,0.0
2013-02-03,22,30,0,0.0
2013-02-03,23,30,0,0.0
2013-02-04,0,30,0,0.0
2013-02-04,1,30,0,0.0
2013-02-04,2,30,0,0.0
2013-02-04,3,30,0,0.0
2013-02-04,4,30,0,0.0
2013-02-04,5,30,0,0.0
2013-02-04,6,30,0,0.0
2013-02-04,7,30,0,0.0
2013-02-04,8,30,604,0.604
2013-02-04,9,30,117,0.117
2013-02-04,10,30,44,0.044
2013-02-04,11,30,99,0.099
2013-02-04,12,30,871,0.871
2013-02-04,13,30,850,0.85
2013-02-04,14,30,807,0.807
2013-02-04,15,30,715,0.715
2013-02-04,16,30,510,0.51
2013-02-04,17,30,0,0.0
2013-02-04,18,30,0,0.0
2013-02-04,19,30,0,0.0
2013-02-04,20,30,0,0.0
2013-02-04,21,30,0,0.0
2013-02-04,22,30,0,0.0
2013-02-04,23,30,0,0.0
2013-02-05,0,30,0,0.0
2013-02-05,1,30,0,0.0
2013-02-05,2,30,0,0.0
