Month,Total_KW,Siliken_energy_conversion,Uni_solar_energy_conversion
Jan-2023,2941.070475991467,51.57626016173912,46.84166463511716
Feb-2023,4026.6744292540443,60.19845162586402,50.38926866560834
Mar-2023,3755.861768522397,47.78708477904209,35.69366584067282
Apr-2023,5448.915878206223,63.89085830944247,43.82478431942162
May-2023,5722.433665833615,61.768890093640614,39.61915352683202
Jun-2023,5170.582823945532,52.05372933949584,32.503406530554805
Jul-2023,5611.567928235629,53.691186635832,34.312014750196134
Aug-2023,5078.098364214758,51.03674151305487,34.3322494521215
Sep-2023,2736.343607852616,30.079494075574207,22.140564981318214
